# id> internal counter
# ope_call_id> internal foreign key for ope_calls structure. Each represents one call. Relation 1:1 to ope_calls
# ope_wup_question_id> id of predefined call type - what is customer asking for (no custom possible)
# ope_wup_answer_id> id of predefined answeres to that question (no custom possible)
# created_ad, updated_at> timestamp of database insert

"id","ope_call_id","ope_wup_question_id","ope_wup_answer_id","created_at","updated_at"
"1575","407143","11","25","2014-03-30 17:37:11","2014-03-30 17:37:11"
"1577","407177","5","1","2014-03-30 17:39:04","2014-03-30 17:39:04"
"1579","407247","7","9","2014-03-30 17:41:50","2014-03-30 17:41:50"
"1581","407323","3","7","2014-03-30 17:44:28","2014-03-30 17:44:28"
"1583","407401","5","1","2014-03-30 17:45:26","2014-03-30 17:45:26"
"1585","407447","7","9","2014-03-30 17:47:30","2014-03-30 17:47:30"
"1587","407491","11","17","2014-03-30 17:49:24","2014-03-30 17:49:24"
"1589","407845","5","3","2014-03-30 18:00:22","2014-03-30 18:00:22"
"1591","407891","11","13","2014-03-30 18:01:05","2014-03-30 18:01:05"
"1593","407937","5","3","2014-03-30 18:02:04","2014-03-30 18:02:04"
"1595","407981","11","25","2014-03-30 18:03:28","2014-03-30 18:03:28"
"1597","408019","11","17","2014-03-30 18:04:41","2014-03-30 18:04:41"
"1599","408071","7","9","2014-03-30 18:07:00","2014-03-30 18:07:00"
"1601","408135","3","1","2014-03-30 18:09:39","2014-03-30 18:09:39"
"1603","408213","7","9","2014-03-30 18:11:42","2014-03-30 18:11:42"
"1605","408249","5","7","2014-03-30 18:13:32","2014-03-30 18:13:32"
"1607","408333","1","1","2014-03-30 18:15:30","2014-03-30 18:15:30"
"1609","408381","11","25","2014-03-30 18:16:16","2014-03-30 18:16:16"
"1611","408415","7","9","2014-03-30 18:18:43","2014-03-30 18:18:43"
"1613","408499","5","7","2014-03-30 18:19:59","2014-03-30 18:19:59"
"1615","408547","3","1","2014-03-30 18:21:28","2014-03-30 18:21:28"
"1617","408601","5","7","2014-03-30 18:24:26","2014-03-30 18:24:26"
"1619","409523","7","9","2014-03-30 18:55:31","2014-03-30 18:55:31"
"1621","409619","11","25","2014-03-30 18:57:02","2014-03-30 18:57:02"
"1623","409635","1","1","2014-03-30 18:58:27","2014-03-30 18:58:27"
"1625","409665","7","9","2014-03-30 19:00:09","2014-03-30 19:00:09"
"1627","415739","11","25","2014-03-31 06:02:11","2014-03-31 06:02:11"
"1629","415759","3","1","2014-03-31 06:08:29","2014-03-31 06:08:29"
"1631","415837","11","25","2014-03-31 06:13:07","2014-03-31 06:13:07"
"1633","415861","9","11","2014-03-31 06:20:30","2014-03-31 06:20:30"
"1635","415913","5","1","2014-03-31 06:23:14","2014-03-31 06:23:14"
"1637","415975","5","7","2014-03-31 06:31:44","2014-03-31 06:31:44"
"1639","416085","5","7","2014-03-31 06:39:54","2014-03-31 06:39:54"
"1641","416109","5","7","2014-03-31 06:41:12","2014-03-31 06:41:12"
"1643","416147","11","25","2014-03-31 06:42:46","2014-03-31 06:42:46"
"1645","416175","7","9","2014-03-31 06:45:27","2014-03-31 06:45:27"
"1647","416207","7","9","2014-03-31 06:47:12","2014-03-31 06:47:12"
"1649","416259","7","9","2014-03-31 06:50:44","2014-03-31 06:50:44"
"1651","416305","11","25","2014-03-31 06:54:59","2014-03-31 06:54:59"
"1653","416347","5","7","2014-03-31 06:58:34","2014-03-31 06:58:34"
"1655","416415","7","9","2014-03-31 07:03:09","2014-03-31 07:03:09"
"1657","416493","5","7","2014-03-31 07:05:22","2014-03-31 07:05:22"
"1659","416583","5","1","2014-03-31 07:07:00","2014-03-31 07:07:00"
"1661","416627","11","25","2014-03-31 07:08:27","2014-03-31 07:08:27"
"1663","416673","3","7","2014-03-31 07:10:45","2014-03-31 07:10:45"
"1665","416737","5","1","2014-03-31 07:13:29","2014-03-31 07:13:29"
"1667","416851","5","5","2014-03-31 07:16:29","2014-03-31 07:16:29"
"1669","416925","3","5","2014-03-31 07:18:17","2014-03-31 07:18:17"
"1671","417353","7","9","2014-03-31 07:31:25","2014-03-31 07:31:25"
"1673","418273","5","7","2014-03-31 07:50:34","2014-03-31 07:50:34"
"1675","418571","5","7","2014-03-31 07:54:35","2014-03-31 07:54:35"
"1677","419003","11","25","2014-03-31 07:56:57","2014-03-31 07:56:57"
"1679","419163","5","7","2014-03-31 07:58:43","2014-03-31 07:58:43"
"1681","419293","5","7","2014-03-31 08:00:39","2014-03-31 08:00:39"
"1683","419593","5","7","2014-03-31 08:02:39","2014-03-31 08:02:39"
"1685","419679","5","5","2014-03-31 08:04:46","2014-03-31 08:04:46"
"1687","420217","3","7","2014-03-31 08:08:56","2014-03-31 08:08:56"
"1689","420567","3","1","2014-03-31 08:11:15","2014-03-31 08:11:15"
"1691","420971","5","3","2014-03-31 08:13:57","2014-03-31 08:13:57"
"1693","421111","3","7","2014-03-31 08:15:09","2014-03-31 08:15:09"
"1695","421367","5","1","2014-03-31 08:17:03","2014-03-31 08:17:03"
"1697","421597","7","9","2014-03-31 08:20:11","2014-03-31 08:20:11"
"1699","421909","5","19","2014-03-31 08:22:15","2014-03-31 08:22:15"
"1701","422131","5","7","2014-03-31 08:23:36","2014-03-31 08:23:36"
"1703","422329","3","1","2014-03-31 08:24:54","2014-03-31 08:24:54"
"1705","422465","5","5","2014-03-31 08:27:15","2014-03-31 08:27:15"
"1707","422843","5","1","2014-03-31 08:29:38","2014-03-31 08:29:38"
"1709","423069","5","3","2014-03-31 08:31:32","2014-03-31 08:31:32"
"1711","426259","11","25","2014-03-31 08:54:08","2014-03-31 08:54:08"
"1713","426925","7","9","2014-03-31 08:57:45","2014-03-31 08:57:45"
"1715","427065","5","5","2014-03-31 09:00:19","2014-03-31 09:00:19"
"1717","427473","3","1","2014-03-31 09:01:53","2014-03-31 09:01:53"
"1719","427621","5","3","2014-03-31 09:03:17","2014-03-31 09:03:17"
"1721","427921","5","7","2014-03-31 09:04:48","2014-03-31 09:04:48"
"1723","428145","11","25","2014-03-31 09:06:34","2014-03-31 09:06:34"
"1725","428325","5","1","2014-03-31 09:08:36","2014-03-31 09:08:36"
"1727","433085","5","1","2014-03-31 09:39:47","2014-03-31 09:39:47"
"1729","433217","5","3","2014-03-31 09:40:54","2014-03-31 09:40:54"
"1731","433409","5","7","2014-03-31 09:44:43","2014-03-31 09:44:43"
"1733","434017","7","9","2014-03-31 09:45:13","2014-03-31 09:45:13"
"1735","434191","5","7","2014-03-31 09:46:57","2014-03-31 09:46:57"
"1737","434369","11","25","2014-03-31 09:49:48","2014-03-31 09:49:48"
"1739","434467","3","7","2014-03-31 09:50:56","2014-03-31 09:50:56"
"1741","435167","3","7","2014-03-31 09:53:23","2014-03-31 09:53:23"
"1743","435541","3","7","2014-03-31 09:54:12","2014-03-31 09:54:12"
"1745","435731","5","7","2014-03-31 09:57:55","2014-03-31 09:57:55"
"1747","436139","5","7","2014-03-31 09:59:39","2014-03-31 09:59:39"
"1749","436577","3","7","2014-03-31 10:00:59","2014-03-31 10:00:59"
"1751","436799","3","7","2014-03-31 10:03:29","2014-03-31 10:03:29"
"1753","437179","3","7","2014-03-31 10:05:46","2014-03-31 10:05:46"
"1755","437179","3","7","2014-03-31 10:05:49","2014-03-31 10:05:49"
"1757","437525","3","7","2014-03-31 10:06:43","2014-03-31 10:06:43"
"1759","437761","3","7","2014-03-31 10:08:26","2014-03-31 10:08:26"
"1761","438075","5","7","2014-03-31 10:11:24","2014-03-31 10:11:24"
"1763","438385","5","3","2014-03-31 10:12:48","2014-03-31 10:12:48"
"1765","438565","5","7","2014-03-31 10:14:26","2014-03-31 10:14:26"
"1769","438603","5","7","2014-03-31 10:15:34","2014-03-31 10:15:34"
"1771","438775","3","1","2014-03-31 10:16:16","2014-03-31 10:16:16"
"1773","438987","3","7","2014-03-31 10:17:11","2014-03-31 10:17:11"
"1775","439181","5","7","2014-03-31 10:17:39","2014-03-31 10:17:39"
"1777","439251","5","7","2014-03-31 10:18:10","2014-03-31 10:18:10"
"1779","439485","5","1","2014-03-31 10:19:45","2014-03-31 10:19:45"
"1781","439499","3","7","2014-03-31 10:21:01","2014-03-31 10:21:01"
"1783","439719","5","1","2014-03-31 10:21:06","2014-03-31 10:21:06"
"1785","439931","3","7","2014-03-31 10:21:44","2014-03-31 10:21:44"
"1787","439997","3","7","2014-03-31 10:24:07","2014-03-31 10:24:07"
"1789","440161","5","7","2014-03-31 10:24:07","2014-03-31 10:24:07"
"1791","440331","3","1","2014-03-31 10:25:32","2014-03-31 10:25:32"
"1793","440413","5","7","2014-03-31 10:30:28","2014-03-31 10:30:28"
"1795","441143","5","1","2014-03-31 10:31:41","2014-03-31 10:31:41"
"1797","441143","5","5","2014-03-31 10:32:49","2014-03-31 10:32:49"
"1799","441567","5","7","2014-03-31 10:34:36","2014-03-31 10:34:36"
"1801","441891","3","3","2014-03-31 10:35:38","2014-03-31 10:35:38"
"1803","442069","3","7","2014-03-31 10:36:41","2014-03-31 10:36:41"
"1805","442321","11","17","2014-03-31 10:38:08","2014-03-31 10:38:08"
"1807","442321","5","7","2014-03-31 10:40:01","2014-03-31 10:40:01"
"1809","442693","3","7","2014-03-31 10:41:01","2014-03-31 10:41:01"
"1811","442825","5","7","2014-03-31 10:43:00","2014-03-31 10:43:00"
"1813","443207","1","1","2014-03-31 10:45:01","2014-03-31 10:45:01"
"1815","443557","3","7","2014-03-31 10:46:33","2014-03-31 10:46:33"
"1817","443557","3","1","2014-03-31 10:46:48","2014-03-31 10:46:48"
"1819","443825","3","7","2014-03-31 10:47:44","2014-03-31 10:47:44"
"1821","444077","3","7","2014-03-31 10:49:32","2014-03-31 10:49:32"
"1823","444393","3","7","2014-03-31 10:51:03","2014-03-31 10:51:03"
"1825","444843","11","17","2014-03-31 10:54:09","2014-03-31 10:54:09"
"1827","446681","3","7","2014-03-31 11:06:55","2014-03-31 11:06:55"
"1829","447049","5","1","2014-03-31 11:07:48","2014-03-31 11:07:48"
"1831","447049","5","5","2014-03-31 11:08:27","2014-03-31 11:08:27"
"1833","447277","3","7","2014-03-31 11:09:57","2014-03-31 11:09:57"
"1835","447677","7","9","2014-03-31 11:11:32","2014-03-31 11:11:32"
"1839","447917","1","19","2014-03-31 11:13:26","2014-03-31 11:13:26"
"1841","448099","3","1","2014-03-31 11:14:31","2014-03-31 11:14:31"
"1843","448309","3","1","2014-03-31 11:15:40","2014-03-31 11:15:40"
"1845","448421","5","7","2014-03-31 11:16:16","2014-03-31 11:16:16"
"1847","448589","5","7","2014-03-31 11:17:49","2014-03-31 11:17:49"
"1849","448871","7","9","2014-03-31 11:19:29","2014-03-31 11:19:29"
"1851","449335","3","1","2014-03-31 11:22:35","2014-03-31 11:22:35"
"1853","449335","3","7","2014-03-31 11:22:40","2014-03-31 11:22:40"
"1855","469639","5","7","2014-03-31 14:00:42","2014-03-31 14:00:42"
"1857","469919","5","7","2014-03-31 14:02:10","2014-03-31 14:02:10"
"1859","470147","3","7","2014-03-31 14:03:47","2014-03-31 14:03:47"
"1863","471391","5","7","2014-03-31 14:12:51","2014-03-31 14:12:51"
"1865","471943","5","1","2014-03-31 14:17:13","2014-03-31 14:17:13"
"1867","472341","5","5","2014-03-31 14:20:32","2014-03-31 14:20:32"
"1869","472555","3","1","2014-03-31 14:21:59","2014-03-31 14:21:59"
"1871","473145","5","7","2014-03-31 14:26:10","2014-03-31 14:26:10"
"1873","473351","5","7","2014-03-31 14:27:36","2014-03-31 14:27:36"
"1875","473589","11","25","2014-03-31 14:31:38","2014-03-31 14:31:38"
"1877","474097","5","7","2014-03-31 14:33:14","2014-03-31 14:33:14"
"1879","474265","7","9","2014-03-31 14:35:14","2014-03-31 14:35:14"
"1881","474819","3","1","2014-03-31 14:38:10","2014-03-31 14:38:10"
"1883","476139","3","1","2014-03-31 14:48:21","2014-03-31 14:48:21"
"1885","476255","1","19","2014-03-31 14:49:33","2014-03-31 14:49:33"
"1887","481033","11","25","2014-03-31 15:34:23","2014-03-31 15:34:23"
"1889","481095","3","7","2014-03-31 15:35:37","2014-03-31 15:35:37"
"1891","481383","7","9","2014-03-31 15:38:09","2014-03-31 15:38:09"
"1893","481519","5","7","2014-03-31 15:39:45","2014-03-31 15:39:45"
"1895","481629","5","7","2014-03-31 15:41:10","2014-03-31 15:41:10"
"1897","481777","1","19","2014-03-31 15:42:00","2014-03-31 15:42:00"
"1899","481887","7","9","2014-03-31 15:43:03","2014-03-31 15:43:03"
"1901","481983","1","19","2014-03-31 15:44:17","2014-03-31 15:44:17"
"1903","482103","5","7","2014-03-31 15:45:20","2014-03-31 15:45:20"
"1905","482229","3","7","2014-03-31 15:47:02","2014-03-31 15:47:02"
"1907","482907","5","1","2014-03-31 15:52:31","2014-03-31 15:52:31"
"1909","483117","1","19","2014-03-31 15:53:24","2014-03-31 15:53:24"
"1911","483237","11","25","2014-03-31 15:59:48","2014-03-31 15:59:48"
"1913","483823","7","9","2014-03-31 16:00:41","2014-03-31 16:00:41"
"1915","484327","5","7","2014-03-31 16:07:42","2014-03-31 16:07:42"
"1917","484629","3","7","2014-03-31 16:09:13","2014-03-31 16:09:13"
"1919","484779","5","7","2014-03-31 16:11:20","2014-03-31 16:11:20"
"1921","488123","1","1","2014-03-31 16:50:31","2014-03-31 16:50:31"
"1923","488189","5","7","2014-03-31 16:51:18","2014-03-31 16:51:18"
"1925","488273","5","3","2014-03-31 16:53:22","2014-03-31 16:53:22"
"1927","488427","5","7","2014-03-31 16:56:46","2014-03-31 16:56:46"
"1929","488695","5","7","2014-03-31 16:59:25","2014-03-31 16:59:25"
"1931","488841","5","7","2014-03-31 17:01:22","2014-03-31 17:01:22"
"1933","488979","5","7","2014-03-31 17:04:18","2014-03-31 17:04:18"
"1935","489231","7","9","2014-03-31 17:08:42","2014-03-31 17:08:42"
"1937","490109","5","7","2014-03-31 17:20:57","2014-03-31 17:20:57"
"1939","490269","5","1","2014-03-31 17:22:56","2014-03-31 17:22:56"
"1941","490373","1","1","2014-03-31 17:24:24","2014-03-31 17:24:24"
"1943","490539","5","19","2014-03-31 17:27:51","2014-03-31 17:27:51"
"1945","490539","5","1","2014-03-31 17:27:53","2014-03-31 17:27:53"
"1947","490679","5","1","2014-03-31 17:29:27","2014-03-31 17:29:27"
"1949","490679","5","3","2014-03-31 17:29:30","2014-03-31 17:29:30"
"1951","491251","5","5","2014-03-31 17:39:38","2014-03-31 17:39:38"
"1953","491309","5","7","2014-03-31 17:42:24","2014-03-31 17:42:24"
"1955","492683","5","7","2014-03-31 18:11:32","2014-03-31 18:11:32"
"1957","492827","5","7","2014-03-31 18:13:41","2014-03-31 18:13:41"
"1959","492957","5","3","2014-03-31 18:15:42","2014-03-31 18:15:42"
"1961","493061","5","7","2014-03-31 18:19:39","2014-03-31 18:19:39"
"1963","493203","7","9","2014-03-31 18:20:58","2014-03-31 18:20:58"
"1965","493261","7","9","2014-03-31 18:24:09","2014-03-31 18:24:09"
"1967","493473","5","7","2014-03-31 18:26:15","2014-03-31 18:26:15"
"1969","493519","5","7","2014-03-31 18:30:06","2014-03-31 18:30:06"
"1971","493691","5","7","2014-03-31 18:31:25","2014-03-31 18:31:25"
"1973","493749","7","9","2014-03-31 18:33:06","2014-03-31 18:33:06"
"1975","493797","11","13","2014-03-31 18:34:00","2014-03-31 18:34:00"
"1977","493839","7","9","2014-03-31 18:35:38","2014-03-31 18:35:38"
"1979","494185","5","7","2014-03-31 18:42:23","2014-03-31 18:42:23"
"1981","494263","1","19","2014-03-31 18:43:55","2014-03-31 18:43:55"
"1983","494479","7","9","2014-03-31 18:49:40","2014-03-31 18:49:40"
"1985","494573","3","7","2014-03-31 18:50:43","2014-03-31 18:50:43"
"1987","494609","1","19","2014-03-31 18:53:19","2014-03-31 18:53:19"
"1989","494755","5","7","2014-03-31 18:56:37","2014-03-31 18:56:37"
"1991","494825","11","25","2014-03-31 19:05:06","2014-03-31 19:05:06"
"1993","495297","5","3","2014-03-31 19:14:47","2014-03-31 19:14:47"
"1995","497133","7","9","2014-03-31 20:23:37","2014-03-31 20:23:37"
"1997","497251","7","9","2014-03-31 20:28:18","2014-03-31 20:28:18"
"2003","497453","11","13","2014-03-31 20:36:23","2014-03-31 20:36:23"
"2005","497523","11","25","2014-03-31 20:37:49","2014-03-31 20:37:49"
"2007","497565","11","25","2014-03-31 20:39:52","2014-03-31 20:39:52"
"2009","497635","11","25","2014-03-31 20:43:06","2014-03-31 20:43:06"
"2011","497677","7","9","2014-03-31 20:46:15","2014-03-31 20:46:15"
"2013","497741","7","9","2014-03-31 20:47:35","2014-03-31 20:47:35"
"2015","497773","5","1","2014-03-31 20:52:07","2014-03-31 20:52:07"
"2017","497773","5","19","2014-03-31 20:52:09","2014-03-31 20:52:09"
"2019","498243","11","17","2014-03-31 21:17:59","2014-03-31 21:17:59"
"2023","498259","5","7","2014-03-31 21:20:58","2014-03-31 21:20:58"
"2025","498339","5","7","2014-03-31 21:23:59","2014-03-31 21:23:59"
"2027","498561","1","19","2014-03-31 21:37:32","2014-03-31 21:37:32"
"2029","498601","11","17","2014-03-31 21:38:49","2014-03-31 21:38:49"
"2031","498621","11","17","2014-03-31 21:40:54","2014-03-31 21:40:54"
"2033","498673","5","7","2014-03-31 21:43:56","2014-03-31 21:43:56"
"2035","498749","11","13","2014-03-31 21:47:04","2014-03-31 21:47:04"
"2037","498785","3","7","2014-03-31 21:49:48","2014-03-31 21:49:48"
"2039","498785","5","7","2014-03-31 21:49:51","2014-03-31 21:49:51"
"2041","498833","5","7","2014-03-31 21:54:53","2014-03-31 21:54:53"
"2043","498877","3","7","2014-03-31 21:58:02","2014-03-31 21:58:02"
"2045","498915","5","7","2014-03-31 22:00:31","2014-03-31 22:00:31"
"2047","502523","11","25","2014-04-01 07:00:17","2014-04-01 07:00:17"
"2049","502529","5","7","2014-04-01 07:02:27","2014-04-01 07:02:27"
"2051","502599","7","9","2014-04-01 07:04:34","2014-04-01 07:04:34"
"2053","502889","9","11","2014-04-01 07:12:52","2014-04-01 07:12:52"
"2055","502989","7","9","2014-04-01 07:15:36","2014-04-01 07:15:36"
"2057","503075","3","7","2014-04-01 07:19:00","2014-04-01 07:19:00"
"2059","503253","5","1","2014-04-01 07:22:48","2014-04-01 07:22:48"
"2061","503323","5","1","2014-04-01 07:25:23","2014-04-01 07:25:23"
"2063","503435","7","9","2014-04-01 07:28:20","2014-04-01 07:28:20"
"2065","503541","5","1","2014-04-01 07:31:32","2014-04-01 07:31:32"
"2067","503675","5","3","2014-04-01 07:34:16","2014-04-01 07:34:16"
"2069","503861","3","7","2014-04-01 07:37:04","2014-04-01 07:37:04"
"2071","503923","3","1","2014-04-01 07:39:17","2014-04-01 07:39:17"
"2073","504003","3","1","2014-04-01 07:40:44","2014-04-01 07:40:44"
"2075","504121","5","7","2014-04-01 07:48:42","2014-04-01 07:48:42"
"2077","504579","5","3","2014-04-01 07:51:21","2014-04-01 07:51:21"
"2079","504727","5","7","2014-04-01 07:53:34","2014-04-01 07:53:34"
"2081","504829","11","25","2014-04-01 07:54:47","2014-04-01 07:54:47"
"2083","504917","5","7","2014-04-01 07:57:47","2014-04-01 07:57:47"
"2097","505187","1","1","2014-04-01 08:15:18","2014-04-01 08:15:18"
"2101","507205","5","1","2014-04-01 08:22:06","2014-04-01 08:22:06"
"2103","507459","7","9","2014-04-01 08:22:17","2014-04-01 08:22:17"
"2105","507533","3","1","2014-04-01 08:22:38","2014-04-01 08:22:38"
"2107","507553","5","1","2014-04-01 08:22:46","2014-04-01 08:22:46"
"2109","507661","5","1","2014-04-01 08:24:15","2014-04-01 08:24:15"
"2111","507609","5","7","2014-04-01 08:24:20","2014-04-01 08:24:20"
"2113","507793","11","25","2014-04-01 08:24:40","2014-04-01 08:24:40"
"2115","507823","11","17","2014-04-01 08:26:07","2014-04-01 08:26:07"
"2117","507991","5","1","2014-04-01 08:26:56","2014-04-01 08:26:56"
"2119","508077","11","17","2014-04-01 08:30:15","2014-04-01 08:30:15"
"2121","508503","5","3","2014-04-01 08:30:57","2014-04-01 08:30:57"
"2123","508677","3","1","2014-04-01 08:33:31","2014-04-01 08:33:31"
"2125","508991","5","3","2014-04-01 08:35:37","2014-04-01 08:35:37"
"2127","508983","11","25","2014-04-01 08:36:47","2014-04-01 08:36:47"
"2129","509163","5","7","2014-04-01 08:37:39","2014-04-01 08:37:39"
"2131","509271","3","7","2014-04-01 08:39:10","2014-04-01 08:39:10"
"2133","509421","3","7","2014-04-01 08:40:23","2014-04-01 08:40:23"
"2135","509617","5","1","2014-04-01 08:41:17","2014-04-01 08:41:17"
"2137","509669","3","1","2014-04-01 08:41:46","2014-04-01 08:41:46"
"2139","509845","1","1","2014-04-01 08:42:39","2014-04-01 08:42:39"
"2141","509859","3","1","2014-04-01 08:42:54","2014-04-01 08:42:54"
"2143","510013","7","9","2014-04-01 08:44:00","2014-04-01 08:44:00"
"2145","510119","5","1","2014-04-01 08:44:58","2014-04-01 08:44:58"
"2147","510027","5","7","2014-04-01 08:45:42","2014-04-01 08:45:42"
"2149","510297","5","3","2014-04-01 08:46:21","2014-04-01 08:46:21"
"2151","510349","3","7","2014-04-01 08:46:53","2014-04-01 08:46:53"
"2153","510445","5","3","2014-04-01 08:47:12","2014-04-01 08:47:12"
"2155","510477","5","3","2014-04-01 08:48:12","2014-04-01 08:48:12"
"2157","510559","3","7","2014-04-01 08:48:14","2014-04-01 08:48:14"
"2159","510703","3","1","2014-04-01 08:49:58","2014-04-01 08:49:58"
