# id> internal counter
# ope_call_id> internal foreign key for ope_calls structure. Each represents one call. Relation 1:1 to ope_calls
# ope_wup_question_id> id of predefined call type - what is customer asking for (no custom possible)
# ope_wup_answer_id> id of predefined answeres to that question (no custom possible)
# created_ad, updated_at> timestamp of database insert

"id","ope_call_id","ope_wup_question_id","ope_wup_answer_id","created_at","updated_at"
"829","321205","3","3","2014-03-28 13:25:07","2014-03-28 13:25:07"
"831","321209","5","7","2014-03-28 13:25:46","2014-03-28 13:25:46"
"833","321255","11","17","2014-03-28 13:25:57","2014-03-28 13:25:57"
"835","321375","5","3","2014-03-28 13:26:38","2014-03-28 13:26:38"
"837","321445","11","17","2014-03-28 13:27:06","2014-03-28 13:27:06"
"839","321511","5","3","2014-03-28 13:27:44","2014-03-28 13:27:44"
"841","321597","5","7","2014-03-28 13:28:31","2014-03-28 13:28:31"
"843","321655","5","7","2014-03-28 13:28:39","2014-03-28 13:28:39"
"845","321333","11","17","2014-03-28 13:28:46","2014-03-28 13:28:46"
"847","321687","5","7","2014-03-28 13:30:12","2014-03-28 13:30:12"
"849","321923","5","3","2014-03-28 13:31:14","2014-03-28 13:31:14"
"851","321717","3","3","2014-03-28 13:31:20","2014-03-28 13:31:20"
"855","321913","5","3","2014-03-28 13:31:27","2014-03-28 13:31:27"
"857","322031","3","7","2014-03-28 13:32:01","2014-03-28 13:32:01"
"859","322127","7","9","2014-03-28 13:32:22","2014-03-28 13:32:22"
"861","322007","3","7","2014-03-28 13:32:35","2014-03-28 13:32:35"
"863","322271","7","9","2014-03-28 13:33:33","2014-03-28 13:33:33"
"865","322037","7","9","2014-03-28 13:33:35","2014-03-28 13:33:35"
"867","322291","3","3","2014-03-28 13:34:27","2014-03-28 13:34:27"
"869","322171","7","9","2014-03-28 13:34:57","2014-03-28 13:34:57"
"871","322395","1","1","2014-03-28 13:36:10","2014-03-28 13:36:10"
"873","322459","7","9","2014-03-28 13:36:27","2014-03-28 13:36:27"
"875","322605","5","7","2014-03-28 13:36:53","2014-03-28 13:36:53"
"877","322739","3","7","2014-03-28 13:38:19","2014-03-28 13:38:19"
"879","322639","5","7","2014-03-28 13:38:40","2014-03-28 13:38:40"
"881","322499","5","7","2014-03-28 13:38:43","2014-03-28 13:38:43"
"883","322877","1","1","2014-03-28 13:39:48","2014-03-28 13:39:48"
"885","322983","1","1","2014-03-28 13:40:55","2014-03-28 13:40:55"
"887","323015","3","7","2014-03-28 13:41:14","2014-03-28 13:41:14"
"889","323267","5","3","2014-03-28 13:42:29","2014-03-28 13:42:29"
"891","323259","3","3","2014-03-28 13:43:07","2014-03-28 13:43:07"
"893","323259","3","7","2014-03-28 13:43:11","2014-03-28 13:43:11"
"895","323349","5","5","2014-03-28 13:43:51","2014-03-28 13:43:51"
"899","323421","5","7","2014-03-28 13:44:13","2014-03-28 13:44:13"
"901","323541","3","3","2014-03-28 13:44:50","2014-03-28 13:44:50"
"903","323553","11","17","2014-03-28 13:44:55","2014-03-28 13:44:55"
"905","323523","3","7","2014-03-28 13:45:01","2014-03-28 13:45:01"
"907","323523","3","3","2014-03-28 13:45:09","2014-03-28 13:45:09"
"909","323413","5","7","2014-03-28 13:45:40","2014-03-28 13:45:40"
"911","323703","3","3","2014-03-28 13:45:45","2014-03-28 13:45:45"
"913","323637","7","9","2014-03-28 13:46:14","2014-03-28 13:46:14"
"915","323787","3","3","2014-03-28 13:46:44","2014-03-28 13:46:44"
"917","323827","11","13","2014-03-28 13:46:44","2014-03-28 13:46:44"
"919","323787","5","5","2014-03-28 13:48:07","2014-03-28 13:48:07"
"921","324043","7","9","2014-03-28 13:48:45","2014-03-28 13:48:45"
"923","324059","7","9","2014-03-28 13:48:57","2014-03-28 13:48:57"
"925","324113","5","3","2014-03-28 13:49:43","2014-03-28 13:49:43"
"927","324105","5","7","2014-03-28 13:49:52","2014-03-28 13:49:52"
"929","324127","5","7","2014-03-28 13:50:03","2014-03-28 13:50:03"
"931","324205","5","7","2014-03-28 13:50:34","2014-03-28 13:50:34"
"933","324297","7","9","2014-03-28 13:51:01","2014-03-28 13:51:01"
"935","324133","3","7","2014-03-28 13:51:05","2014-03-28 13:51:05"
"939","324221","5","3","2014-03-28 13:52:02","2014-03-28 13:52:02"
"941","324323","3","3","2014-03-28 13:52:12","2014-03-28 13:52:12"
"943","324405","3","7","2014-03-28 13:52:38","2014-03-28 13:52:38"
"945","324437","5","7","2014-03-28 13:53:47","2014-03-28 13:53:47"
"947","324535","3","7","2014-03-28 13:53:58","2014-03-28 13:53:58"
"949","324575","3","3","2014-03-28 13:54:12","2014-03-28 13:54:12"
"951","324605","5","3","2014-03-28 13:55:30","2014-03-28 13:55:30"
"953","324681","5","7","2014-03-28 13:55:39","2014-03-28 13:55:39"
"955","324583","5","3","2014-03-28 13:55:42","2014-03-28 13:55:42"
"957","324629","5","3","2014-03-28 13:55:55","2014-03-28 13:55:55"
"959","324851","3","7","2014-03-28 13:57:58","2014-03-28 13:57:58"
"961","325039","3","7","2014-03-28 13:58:52","2014-03-28 13:58:52"
"963","325097","3","7","2014-03-28 13:59:22","2014-03-28 13:59:22"
"965","325157","5","7","2014-03-28 14:00:29","2014-03-28 14:00:29"
"967","325113","11","17","2014-03-28 14:02:48","2014-03-28 14:02:48"
"969","325265","7","9","2014-03-28 14:02:56","2014-03-28 14:02:56"
"971","325501","3","7","2014-03-28 14:03:47","2014-03-28 14:03:47"
"973","325659","3","7","2014-03-28 14:05:13","2014-03-28 14:05:13"
"975","325815","5","3","2014-03-28 14:06:16","2014-03-28 14:06:16"
"977","325851","3","3","2014-03-28 14:06:33","2014-03-28 14:06:33"
"979","325865","5","3","2014-03-28 14:07:18","2014-03-28 14:07:18"
"981","326007","5","7","2014-03-28 14:08:39","2014-03-28 14:08:39"
"983","326133","7","9","2014-03-28 14:09:08","2014-03-28 14:09:08"
"985","326243","1","1","2014-03-28 14:10:47","2014-03-28 14:10:47"
"987","326485","5","3","2014-03-28 14:11:51","2014-03-28 14:11:51"
"989","326439","3","3","2014-03-28 14:12:32","2014-03-28 14:12:32"
"991","326655","7","9","2014-03-28 14:12:47","2014-03-28 14:12:47"
"993","326659","5","3","2014-03-28 14:14:02","2014-03-28 14:14:02"
"995","326767","3","3","2014-03-28 14:14:19","2014-03-28 14:14:19"
"997","326773","7","9","2014-03-28 14:14:57","2014-03-28 14:14:57"
"999","326821","5","7","2014-03-28 14:15:54","2014-03-28 14:15:54"
"1001","326959","11","17","2014-03-28 14:16:17","2014-03-28 14:16:17"
"1003","326901","3","7","2014-03-28 14:16:42","2014-03-28 14:16:42"
"1005","326995","1","1","2014-03-28 14:17:34","2014-03-28 14:17:34"
"1007","327121","7","9","2014-03-28 14:17:51","2014-03-28 14:17:51"
"1009","327049","3","3","2014-03-28 14:18:17","2014-03-28 14:18:17"
"1011","327169","3","3","2014-03-28 14:18:57","2014-03-28 14:18:57"
"1013","327315","3","3","2014-03-28 14:20:03","2014-03-28 14:20:03"
"1015","327229","11","17","2014-03-28 14:20:12","2014-03-28 14:20:12"
"1017","327229","5","3","2014-03-28 14:20:16","2014-03-28 14:20:16"
"1019","327393","5","3","2014-03-28 14:20:46","2014-03-28 14:20:46"
"1021","327461","11","13","2014-03-28 14:21:09","2014-03-28 14:21:09"
"1023","327481","5","7","2014-03-28 14:21:55","2014-03-28 14:21:55"
"1025","327507","3","3","2014-03-28 14:21:58","2014-03-28 14:21:58"
"1027","327643","11","13","2014-03-28 14:23:07","2014-03-28 14:23:07"
"1029","327575","11","17","2014-03-28 14:23:23","2014-03-28 14:23:23"
"1031","327609","5","7","2014-03-28 14:23:43","2014-03-28 14:23:43"
"1033","327753","5","19","2014-03-28 14:24:00","2014-03-28 14:24:00"
"1035","327835","5","7","2014-03-28 14:25:29","2014-03-28 14:25:29"
"1037","327849","5","7","2014-03-28 14:25:53","2014-03-28 14:25:53"
"1039","328071","5","7","2014-03-28 14:27:40","2014-03-28 14:27:40"
"1041","328173","5","3","2014-03-28 14:28:02","2014-03-28 14:28:02"
"1043","327951","5","19","2014-03-28 14:28:05","2014-03-28 14:28:05"
"1045","328237","3","7","2014-03-28 14:28:39","2014-03-28 14:28:39"
"1047","328237","3","3","2014-03-28 14:28:41","2014-03-28 14:28:41"
"1049","328249","5","3","2014-03-28 14:29:31","2014-03-28 14:29:31"
"1051","328325","5","3","2014-03-28 14:29:49","2014-03-28 14:29:49"
"1053","328325","5","3","2014-03-28 14:30:22","2014-03-28 14:30:22"
"1055","328427","3","3","2014-03-28 14:30:43","2014-03-28 14:30:43"
"1057","328511","5","3","2014-03-28 14:31:44","2014-03-28 14:31:44"
"1059","328511","5","3","2014-03-28 14:31:47","2014-03-28 14:31:47"
"1061","328631","5","3","2014-03-28 14:33:15","2014-03-28 14:33:15"
"1063","328539","1","1","2014-03-28 14:34:37","2014-03-28 14:34:37"
"1065","328885","5","7","2014-03-28 14:35:11","2014-03-28 14:35:11"
"1067","328949","3","3","2014-03-28 14:36:11","2014-03-28 14:36:11"
"1069","329041","5","7","2014-03-28 14:37:48","2014-03-28 14:37:48"
"1071","329213","3","3","2014-03-28 14:38:58","2014-03-28 14:38:58"
"1073","328983","5","7","2014-03-28 14:39:21","2014-03-28 14:39:21"
"1075","329317","11","17","2014-03-28 14:40:07","2014-03-28 14:40:07"
"1077","329313","5","7","2014-03-28 14:41:41","2014-03-28 14:41:41"
"1079","329453","7","9","2014-03-28 14:42:10","2014-03-28 14:42:10"
"1081","329623","5","7","2014-03-28 14:43:37","2014-03-28 14:43:37"
"1083","329555","7","9","2014-03-28 14:43:42","2014-03-28 14:43:42"
"1085","329775","7","9","2014-03-28 14:45:08","2014-03-28 14:45:08"
"1087","329979","5","7","2014-03-28 14:46:48","2014-03-28 14:46:48"
"1091","329781","5","19","2014-03-28 14:47:08","2014-03-28 14:47:08"
"1093","329989","3","7","2014-03-28 14:47:46","2014-03-28 14:47:46"
"1095","330199","3","3","2014-03-28 14:50:07","2014-03-28 14:50:07"
"1097","330175","11","17","2014-03-28 14:50:17","2014-03-28 14:50:17"
"1099","330325","7","9","2014-03-28 14:51:01","2014-03-28 14:51:01"
"1101","330315","3","7","2014-03-28 14:51:44","2014-03-28 14:51:44"
"1103","330457","5","3","2014-03-28 14:54:03","2014-03-28 14:54:03"
"1107","330585","5","3","2014-03-28 14:55:20","2014-03-28 14:55:20"
"1109","330711","1","1","2014-03-28 14:55:50","2014-03-28 14:55:50"
"1111","330835","7","9","2014-03-28 14:56:51","2014-03-28 14:56:51"
"1113","330949","5","3","2014-03-28 14:58:16","2014-03-28 14:58:16"
"1115","330997","5","7","2014-03-28 14:59:05","2014-03-28 14:59:05"
"1117","331073","5","7","2014-03-28 15:00:03","2014-03-28 15:00:03"
"1119","331171","7","9","2014-03-28 15:00:21","2014-03-28 15:00:21"
"1121","330687","7","9","2014-03-28 15:00:22","2014-03-28 15:00:22"
"1123","331205","3","3","2014-03-28 15:01:02","2014-03-28 15:01:02"
"1125","331349","11","17","2014-03-28 15:02:00","2014-03-28 15:02:00"
"1127","331403","5","3","2014-03-28 15:02:46","2014-03-28 15:02:46"
"1129","331393","3","7","2014-03-28 15:03:33","2014-03-28 15:03:33"
"1131","331521","1","1","2014-03-28 15:05:41","2014-03-28 15:05:41"
"1133","331565","11","17","2014-03-28 15:05:58","2014-03-28 15:05:58"
"1135","331729","5","3","2014-03-28 15:06:48","2014-03-28 15:06:48"
"1137","331521","5","7","2014-03-28 15:07:58","2014-03-28 15:07:58"
"1139","331913","3","7","2014-03-28 15:08:32","2014-03-28 15:08:32"
"1141","331891","3","7","2014-03-28 15:08:37","2014-03-28 15:08:37"
"1143","331967","1","1","2014-03-28 15:09:45","2014-03-28 15:09:45"
"1145","332073","5","3","2014-03-28 15:10:24","2014-03-28 15:10:24"
"1147","332005","5","7","2014-03-28 15:10:33","2014-03-28 15:10:33"
"1149","332179","7","9","2014-03-28 15:11:38","2014-03-28 15:11:38"
"1151","332179","7","9","2014-03-28 15:12:17","2014-03-28 15:12:17"
"1153","332191","3","7","2014-03-28 15:12:48","2014-03-28 15:12:48"
"1155","332315","5","7","2014-03-28 15:13:46","2014-03-28 15:13:46"
"1157","332441","3","7","2014-03-28 15:14:59","2014-03-28 15:14:59"
"1159","332541","3","3","2014-03-28 15:15:22","2014-03-28 15:15:22"
"1161","332617","3","3","2014-03-28 15:16:36","2014-03-28 15:16:36"
"1163","332677","3","3","2014-03-28 15:16:47","2014-03-28 15:16:47"
"1165","332859","5","7","2014-03-28 15:18:26","2014-03-28 15:18:26"
"1167","332997","5","7","2014-03-28 15:20:12","2014-03-28 15:20:12"
"1169","333153","5","7","2014-03-28 15:22:03","2014-03-28 15:22:03"
"1171","333373","5","7","2014-03-28 15:25:17","2014-03-28 15:25:17"
"1173","333587","9","11","2014-03-28 15:29:21","2014-03-28 15:29:21"
"1175","333929","3","7","2014-03-28 15:30:58","2014-03-28 15:30:58"
"1177","334087","11","17","2014-03-28 15:32:07","2014-03-28 15:32:07"
"1179","334381","5","7","2014-03-28 15:38:27","2014-03-28 15:38:27"
"1181","334525","5","7","2014-03-28 15:40:43","2014-03-28 15:40:43"
"1183","334665","5","3","2014-03-28 15:42:29","2014-03-28 15:42:29"
"1185","334787","5","7","2014-03-28 15:43:44","2014-03-28 15:43:44"
"1187","334861","5","3","2014-03-28 15:44:19","2014-03-28 15:44:19"
"1189","334909","5","7","2014-03-28 15:45:33","2014-03-28 15:45:33"
"1191","335079","5","7","2014-03-28 15:48:00","2014-03-28 15:48:00"
"1193","335203","11","17","2014-03-28 15:50:54","2014-03-28 15:50:54"
"1195","335565","5","7","2014-03-28 15:54:43","2014-03-28 15:54:43"
"1197","335783","5","7","2014-03-28 15:58:30","2014-03-28 15:58:30"
"1199","335917","1","1","2014-03-28 16:01:11","2014-03-28 16:01:11"
"1201","362663","1","1","2014-03-29 10:01:09","2014-03-29 10:01:09"
"1203","362831","5","7","2014-03-29 10:05:08","2014-03-29 10:05:08"
"1205","362917","7","9","2014-03-29 10:07:08","2014-03-29 10:07:08"
"1207","363033","11","13","2014-03-29 10:08:16","2014-03-29 10:08:16"
"1209","363107","5","7","2014-03-29 10:10:29","2014-03-29 10:10:29"
"1211","363275","5","7","2014-03-29 10:14:27","2014-03-29 10:14:27"
"1213","363357","5","3","2014-03-29 10:16:08","2014-03-29 10:16:08"
"1215","363499","7","9","2014-03-29 10:18:58","2014-03-29 10:18:58"
"1217","363593","5","7","2014-03-29 10:21:49","2014-03-29 10:21:49"
"1219","363697","5","3","2014-03-29 10:23:36","2014-03-29 10:23:36"
"1221","363785","5","7","2014-03-29 10:26:42","2014-03-29 10:26:42"
"1223","363933","11","17","2014-03-29 10:29:31","2014-03-29 10:29:31"
"1225","364053","5","7","2014-03-29 10:31:43","2014-03-29 10:31:43"
"1227","364133","5","7","2014-03-29 10:33:07","2014-03-29 10:33:07"
"1229","364199","5","7","2014-03-29 10:36:04","2014-03-29 10:36:04"
"1231","364301","5","3","2014-03-29 10:37:46","2014-03-29 10:37:46"
"1233","364397","5","7","2014-03-29 10:40:46","2014-03-29 10:40:46"
"1235","364545","11","17","2014-03-29 10:43:24","2014-03-29 10:43:24"
"1237","364651","3","7","2014-03-29 10:46:08","2014-03-29 10:46:08"
"1239","364781","7","9","2014-03-29 10:48:20","2014-03-29 10:48:20"
"1241","364859","7","9","2014-03-29 10:50:27","2014-03-29 10:50:27"
"1243","364977","7","9","2014-03-29 10:52:38","2014-03-29 10:52:38"
"1245","365043","1","1","2014-03-29 10:55:06","2014-03-29 10:55:06"
"1247","367285","5","7","2014-03-29 11:50:40","2014-03-29 11:50:40"
"1249","367429","11","17","2014-03-29 11:53:18","2014-03-29 11:53:18"
"1251","367547","7","9","2014-03-29 11:59:31","2014-03-29 11:59:31"
"1253","367727","5","7","2014-03-29 12:04:24","2014-03-29 12:04:24"
"1255","367875","5","7","2014-03-29 12:06:01","2014-03-29 12:06:01"
"1257","368253","1","1","2014-03-29 12:18:07","2014-03-29 12:18:07"
"1259","368691","7","9","2014-03-29 12:29:36","2014-03-29 12:29:36"
"1261","368831","5","3","2014-03-29 12:31:44","2014-03-29 12:31:44"
"1263","368893","3","3","2014-03-29 12:33:46","2014-03-29 12:33:46"
"1265","368947","5","3","2014-03-29 12:35:03","2014-03-29 12:35:03"
"1267","369285","11","13","2014-03-29 12:46:16","2014-03-29 12:46:16"
"1269","369839","5","3","2014-03-29 13:01:58","2014-03-29 13:01:58"
"1271","370183","5","3","2014-03-29 13:12:39","2014-03-29 13:12:39"
"1273","370279","11","17","2014-03-29 13:16:00","2014-03-29 13:16:00"
"1275","370597","7","9","2014-03-29 13:26:15","2014-03-29 13:26:15"
"1277","370857","7","9","2014-03-29 13:34:22","2014-03-29 13:34:22"
"1279","370983","7","9","2014-03-29 13:36:57","2014-03-29 13:36:57"
"1281","371053","5","7","2014-03-29 13:40:42","2014-03-29 13:40:42"
"1283","371151","5","3","2014-03-29 13:42:58","2014-03-29 13:42:58"
"1285","371241","5","19","2014-03-29 13:46:17","2014-03-29 13:46:17"
"1287","371365","1","1","2014-03-29 13:51:45","2014-03-29 13:51:45"
"1289","371469","5","3","2014-03-29 13:52:27","2014-03-29 13:52:27"
"1291","371547","5","7","2014-03-29 13:56:29","2014-03-29 13:56:29"
"1293","371649","7","9","2014-03-29 13:58:08","2014-03-29 13:58:08"
"1295","371707","7","9","2014-03-29 14:00:36","2014-03-29 14:00:36"
"1297","371819","5","3","2014-03-29 14:05:14","2014-03-29 14:05:14"
"1299","371987","7","9","2014-03-29 14:09:46","2014-03-29 14:09:46"
"1301","372121","5","3","2014-03-29 14:13:45","2014-03-29 14:13:45"
"1303","372219","7","9","2014-03-29 14:16:55","2014-03-29 14:16:55"
"1305","372319","3","3","2014-03-29 14:18:53","2014-03-29 14:18:53"
"1307","372753","3","3","2014-03-29 14:31:51","2014-03-29 14:31:51"
"1309","372861","7","9","2014-03-29 14:34:10","2014-03-29 14:34:10"
"1311","372919","3","3","2014-03-29 14:37:10","2014-03-29 14:37:10"
"1313","373029","5","7","2014-03-29 14:39:19","2014-03-29 14:39:19"
"1315","373341","5","7","2014-03-29 14:51:44","2014-03-29 14:51:44"
"1317","373473","5","3","2014-03-29 14:53:49","2014-03-29 14:53:49"
"1319","373589","5","7","2014-03-29 14:59:22","2014-03-29 14:59:22"
"1321","373673","11","17","2014-03-29 15:00:54","2014-03-29 15:00:54"
"1323","373765","5","7","2014-03-29 15:03:29","2014-03-29 15:03:29"
"1325","373845","7","9","2014-03-29 15:06:09","2014-03-29 15:06:09"
"1327","373945","5","7","2014-03-29 15:10:24","2014-03-29 15:10:24"
"1329","375411","3","7","2014-03-29 15:58:10","2014-03-29 15:58:10"
"1331","375503","1","1","2014-03-29 16:00:06","2014-03-29 16:00:06"
"1333","375589","11","13","2014-03-29 16:02:06","2014-03-29 16:02:06"
"1335","375691","7","9","2014-03-29 16:07:11","2014-03-29 16:07:11"
"1337","375803","3","7","2014-03-29 16:10:06","2014-03-29 16:10:06"
"1339","376101","11","17","2014-03-29 16:18:51","2014-03-29 16:18:51"
"1341","376143","7","9","2014-03-29 16:20:10","2014-03-29 16:20:10"
"1343","376215","5","7","2014-03-29 16:21:10","2014-03-29 16:21:10"
"1345","376797","7","9","2014-03-29 16:41:58","2014-03-29 16:41:58"
"1347","376881","7","9","2014-03-29 16:44:00","2014-03-29 16:44:00"
"1349","376939","5","7","2014-03-29 16:46:14","2014-03-29 16:46:14"
"1351","377115","7","9","2014-03-29 16:52:53","2014-03-29 16:52:53"
"1353","377189","5","3","2014-03-29 16:53:46","2014-03-29 16:53:46"
"1355","377585","5","7","2014-03-29 17:05:46","2014-03-29 17:05:46"
"1357","377661","5","3","2014-03-29 17:09:04","2014-03-29 17:09:04"
"1359","377749","3","3","2014-03-29 17:11:08","2014-03-29 17:11:08"
"1361","377817","7","9","2014-03-29 17:12:20","2014-03-29 17:12:20"
"1363","377861","5","3","2014-03-29 17:14:06","2014-03-29 17:14:06"
"1365","377949","5","7","2014-03-29 17:16:02","2014-03-29 17:16:02"
"1367","378013","3","7","2014-03-29 17:19:15","2014-03-29 17:19:15"
"1371","395721","5","7","2014-03-30 11:05:26","2014-03-30 11:05:26"
"1373","395917","7","9","2014-03-30 11:09:02","2014-03-30 11:09:02"
"1375","396079","5","3","2014-03-30 11:13:46","2014-03-30 11:13:46"
"1377","396137","11","25","2014-03-30 11:14:08","2014-03-30 11:14:08"
"1379","396143","5","3","2014-03-30 11:14:55","2014-03-30 11:14:55"
"1381","396195","5","7","2014-03-30 11:20:42","2014-03-30 11:20:42"
"1383","396367","5","7","2014-03-30 11:21:58","2014-03-30 11:21:58"
"1385","396385","7","9","2014-03-30 11:23:00","2014-03-30 11:23:00"
"1387","396419","11","17","2014-03-30 11:24:00","2014-03-30 11:24:00"
"1389","396449","11","17","2014-03-30 11:26:41","2014-03-30 11:26:41"
"1395","397459","5","7","2014-03-30 12:05:59","2014-03-30 12:05:59"
"1397","397543","5","3","2014-03-30 12:09:04","2014-03-30 12:09:04"
"1399","397599","3","3","2014-03-30 12:10:33","2014-03-30 12:10:33"
"1401","397683","7","9","2014-03-30 12:13:42","2014-03-30 12:13:42"
"1403","397737","3","3","2014-03-30 12:16:11","2014-03-30 12:16:11"
"1405","397797","11","17","2014-03-30 12:17:52","2014-03-30 12:17:52"
"1407","397865","5","3","2014-03-30 12:18:33","2014-03-30 12:18:33"
"1409","397903","7","9","2014-03-30 12:21:46","2014-03-30 12:21:46"
"1411","397993","11","25","2014-03-30 12:22:19","2014-03-30 12:22:19"
"1413","398523","7","9","2014-03-30 12:42:28","2014-03-30 12:42:28"
"1415","398567","5","7","2014-03-30 12:44:35","2014-03-30 12:44:35"
"1417","398685","5","3","2014-03-30 12:49:01","2014-03-30 12:49:01"
"1419","398777","7","9","2014-03-30 12:51:34","2014-03-30 12:51:34"
"1421","398833","11","17","2014-03-30 12:52:42","2014-03-30 12:52:42"
"1423","398923","11","17","2014-03-30 12:57:17","2014-03-30 12:57:17"
"1425","398961","5","3","2014-03-30 12:57:59","2014-03-30 12:57:59"
"1427","398987","5","3","2014-03-30 12:59:06","2014-03-30 12:59:06"
"1429","399021","3","3","2014-03-30 12:59:40","2014-03-30 12:59:40"
"1431","399059","11","25","2014-03-30 13:00:30","2014-03-30 13:00:30"
"1433","399071","11","25","2014-03-30 13:00:43","2014-03-30 13:00:43"
"1435","399085","5","7","2014-03-30 13:02:39","2014-03-30 13:02:39"
"1437","399177","7","9","2014-03-30 13:05:05","2014-03-30 13:05:05"
"1439","399219","11","25","2014-03-30 13:05:27","2014-03-30 13:05:27"
"1441","399809","5","7","2014-03-30 13:26:31","2014-03-30 13:26:31"
"1443","399849","7","9","2014-03-30 13:27:58","2014-03-30 13:27:58"
"1445","399903","11","25","2014-03-30 13:29:33","2014-03-30 13:29:33"
"1447","399931","5","3","2014-03-30 13:30:48","2014-03-30 13:30:48"
"1449","399979","3","7","2014-03-30 13:32:12","2014-03-30 13:32:12"
"1451","400043","5","7","2014-03-30 13:35:20","2014-03-30 13:35:20"
"1453","400183","7","9","2014-03-30 13:37:44","2014-03-30 13:37:44"
"1455","400233","5","7","2014-03-30 13:40:18","2014-03-30 13:40:18"
"1457","400313","5","3","2014-03-30 13:42:44","2014-03-30 13:42:44"
"1459","400385","1","19","2014-03-30 13:47:04","2014-03-30 13:47:04"
"1461","400469","5","3","2014-03-30 13:50:16","2014-03-30 13:50:16"
"1463","400759","11","25","2014-03-30 13:58:31","2014-03-30 13:58:31"
"1465","400935","5","7","2014-03-30 14:05:44","2014-03-30 14:05:44"
"1467","400997","5","7","2014-03-30 14:09:10","2014-03-30 14:09:10"
"1469","401081","5","7","2014-03-30 14:12:01","2014-03-30 14:12:01"
"1471","401225","7","9","2014-03-30 14:15:08","2014-03-30 14:15:08"
"1473","401329","5","3","2014-03-30 14:17:45","2014-03-30 14:17:45"
"1475","401423","5","3","2014-03-30 14:21:08","2014-03-30 14:21:08"
"1477","401497","7","9","2014-03-30 14:23:44","2014-03-30 14:23:44"
"1479","401545","11","13","2014-03-30 14:25:47","2014-03-30 14:25:47"
"1481","401599","7","9","2014-03-30 14:29:07","2014-03-30 14:29:07"
"1483","401759","1","19","2014-03-30 14:31:16","2014-03-30 14:31:16"
"1485","401825","5","7","2014-03-30 14:32:55","2014-03-30 14:32:55"
"1487","401935","11","17","2014-03-30 14:34:30","2014-03-30 14:34:30"
"1489","401979","5","3","2014-03-30 14:35:17","2014-03-30 14:35:17"
"1491","402043","5","7","2014-03-30 14:38:02","2014-03-30 14:38:02"
"1493","402119","1","1","2014-03-30 14:39:08","2014-03-30 14:39:08"
"1495","402119","9","11","2014-03-30 14:39:51","2014-03-30 14:39:51"
"1497","402209","1","19","2014-03-30 14:43:53","2014-03-30 14:43:53"
"1499","402857","11","25","2014-03-30 15:02:36","2014-03-30 15:02:36"
"1501","402899","7","9","2014-03-30 15:04:39","2014-03-30 15:04:39"
"1503","402971","7","9","2014-03-30 15:08:27","2014-03-30 15:08:27"
"1505","403063","5","3","2014-03-30 15:12:26","2014-03-30 15:12:26"
"1507","403137","7","9","2014-03-30 15:14:59","2014-03-30 15:14:59"
"1509","403191","11","17","2014-03-30 15:15:25","2014-03-30 15:15:25"
"1511","403215","7","9","2014-03-30 15:16:47","2014-03-30 15:16:47"
"1513","403265","7","9","2014-03-30 15:18:55","2014-03-30 15:18:55"
"1515","403319","5","7","2014-03-30 15:20:33","2014-03-30 15:20:33"
"1517","403351","7","9","2014-03-30 15:21:29","2014-03-30 15:21:29"
"1519","403393","5","3","2014-03-30 15:22:49","2014-03-30 15:22:49"
"1521","403485","11","25","2014-03-30 15:24:42","2014-03-30 15:24:42"
"1523","403785","5","7","2014-03-30 15:36:42","2014-03-30 15:36:42"
"1525","404191","5","7","2014-03-30 15:51:31","2014-03-30 15:51:31"
"1527","404241","11","25","2014-03-30 15:52:49","2014-03-30 15:52:49"
"1529","404291","11","17","2014-03-30 15:54:31","2014-03-30 15:54:31"
"1531","404329","3","3","2014-03-30 15:57:00","2014-03-30 15:57:00"
"1533","404401","11","25","2014-03-30 15:59:25","2014-03-30 15:59:25"
"1535","404435","3","7","2014-03-30 16:02:35","2014-03-30 16:02:35"
"1537","404531","11","25","2014-03-30 16:03:25","2014-03-30 16:03:25"
"1539","404611","5","7","2014-03-30 16:07:42","2014-03-30 16:07:42"
"1541","404701","5","7","2014-03-30 16:10:42","2014-03-30 16:10:42"
"1543","404747","5","7","2014-03-30 16:11:48","2014-03-30 16:11:48"
"1545","404769","5","7","2014-03-30 16:12:50","2014-03-30 16:12:50"
"1547","404805","5","7","2014-03-30 16:15:43","2014-03-30 16:15:43"
"1549","405593","5","7","2014-03-30 16:47:56","2014-03-30 16:47:56"
"1551","405697","5","7","2014-03-30 16:50:33","2014-03-30 16:50:33"
"1553","405763","7","9","2014-03-30 16:54:10","2014-03-30 16:54:10"
"1555","406161","1","1","2014-03-30 17:06:44","2014-03-30 17:06:44"
"1557","406267","11","25","2014-03-30 17:09:44","2014-03-30 17:09:44"
"1559","406329","11","17","2014-03-30 17:12:52","2014-03-30 17:12:52"
"1561","406431","11","25","2014-03-30 17:14:49","2014-03-30 17:14:49"
"1563","406597","1","19","2014-03-30 17:23:28","2014-03-30 17:23:28"
"1565","406699","3","7","2014-03-30 17:28:16","2014-03-30 17:28:16"
"1567","406841","11","25","2014-03-30 17:28:35","2014-03-30 17:28:35"
"1569","406881","7","9","2014-03-30 17:32:50","2014-03-30 17:32:50"
"1571","406981","11","25","2014-03-30 17:33:48","2014-03-30 17:33:48"
"1573","407031","5","7","2014-03-30 17:36:17","2014-03-30 17:36:17"
