# id> internal primary key for ope_calls structure. Each represents one call
# phone_number> hashed incoming phone number
# operator> person who picked the call
# line> type of incoming line (i.e. O2 mobile, T-mobile prepaid etc.)
# answered_at> time of incoming call start (when operator starts to talk)
# droped_at> time of call end
# ended_at> time when operator finished the call (after call tasks are done)
# created_ad, updated_at> timestamp of database insert
# line_id> id of service that customer called at

"id","phone_number","operator","line","answered_at","droped_at","ended_at","created_at","updated_at","line_id"
"295","12b7469989cf1cee5419c5fb5a3c081c","80099","line 2","2014-03-14 18:46:57","NULL","NULL","2014-03-14 18:46:55","2014-03-14 18:46:55","NULL"
"297","1483ff7857288cddc86fdf23bd3c116b","80240","line 7","2014-03-14 18:47:00","NULL","NULL","2014-03-14 18:46:58","2014-03-14 18:46:58","NULL"
"299","05dee4e788706b2e26692e53975d9eff","80509","line 2","2014-03-14 18:47:01","NULL","NULL","2014-03-14 18:46:58","2014-03-14 18:46:58","NULL"
"301","94937e43a612ac110a55aa38de610441","80277","line 1","2014-03-14 18:47:03","NULL","NULL","2014-03-14 18:47:01","2014-03-14 18:47:01","NULL"
"303","8aacde0fe9388d84903fec974cfecb9b","80332","line 3","2014-03-14 18:47:04","NULL","NULL","2014-03-14 18:47:03","2014-03-14 18:47:03","NULL"
"305","887275889cfc4cf927d4370c94063cb9","80104","line 2","2014-03-14 18:47:13","NULL","NULL","2014-03-14 18:47:11","2014-03-14 18:47:11","NULL"
"307","337e7f4babe7a6b1e3ca37c953e8c4d6","80117","line 1","2014-03-14 18:47:24","NULL","NULL","2014-03-14 18:47:21","2014-03-14 18:47:21","NULL"
"309","91ef9ec133bf6fcdec1a368e4d17488a","80134","line 2","2014-03-14 18:47:30","NULL","NULL","2014-03-14 18:47:28","2014-03-14 18:47:28","NULL"
"311","61f26acf151ce09fe52bb1c8584ae146","80332","line 2","2014-03-14 18:47:34","NULL","NULL","2014-03-14 18:47:32","2014-03-14 18:47:32","NULL"
"313","a3642d0786206921859eb33ff009e689","80236","line 5","2014-03-14 18:47:37","NULL","NULL","2014-03-14 18:47:34","2014-03-14 18:47:34","NULL"
"315","92e5654d80608182dd048dce1b142c3f","80239","line 5","2014-03-14 18:47:54","NULL","NULL","2014-03-14 18:47:51","2014-03-14 18:47:51","NULL"
"317","ca84ef7ec63bd3cd94daa48544b9f4eb","80104","line 2","2014-03-14 18:47:59","NULL","NULL","2014-03-14 18:47:56","2014-03-14 18:47:56","NULL"
"319","cfef2ba5fba00c86fd606bb16968c787","80425","line 2","2014-03-14 18:48:02","NULL","NULL","2014-03-14 18:48:00","2014-03-14 18:48:00","NULL"
"321","633ef76b9f6ab0ea19a54c151161df6d","80509","line 4","2014-03-14 18:48:05","NULL","NULL","2014-03-14 18:48:02","2014-03-14 18:48:02","NULL"
"323","dd551213bc3de62bca72a8fd2c102dea","80277","line 1","2014-03-14 18:48:10","NULL","NULL","2014-03-14 18:48:09","2014-03-14 18:48:09","NULL"
"325","93d1bf3329fb82583fd7a1019549001f","80447","line 3","2014-03-14 18:48:38","NULL","NULL","2014-03-14 18:48:36","2014-03-14 18:48:36","NULL"
"327","e14b040c1516d0f7c8795f6e31aa5f82","80277","line 3","2014-03-14 18:48:48","NULL","NULL","2014-03-14 18:48:47","2014-03-14 18:48:47","NULL"
"329","aedc92fed2d0ca46ff9557235382dabd","80104","line 1","2014-03-14 18:48:56","NULL","NULL","2014-03-14 18:48:54","2014-03-14 18:48:54","NULL"
"331","3aa3e7031ebb544349ed51c3703e1e28","80134","line 2","2014-03-14 18:48:56","NULL","NULL","2014-03-14 18:48:55","2014-03-14 18:48:55","NULL"
"333","e06ef0b6ca41f20a04d3bbfdda5617f2","80117","line 1","2014-03-14 18:49:07","NULL","NULL","2014-03-14 18:49:05","2014-03-14 18:49:05","NULL"
"335","4513026a022495a640f0c3606d56318d","80277","line 2","2014-03-14 18:49:14","NULL","NULL","2014-03-14 18:49:12","2014-03-14 18:49:12","NULL"
"337","d1aa9f673f8a0b4182349068d7e92337","80447","line 1","2014-03-14 18:49:21","NULL","NULL","2014-03-14 18:49:19","2014-03-14 18:49:19","NULL"
"339","44ba57b1041ffc58137c276e0cdc6cc8","80150","line 4","2014-03-14 18:49:35","NULL","NULL","2014-03-14 18:49:33","2014-03-14 18:49:33","NULL"
"341","cfc8c44ab84afc57d79032c26420ec15","80277","line 1","2014-03-14 18:49:42","NULL","NULL","2014-03-14 18:49:40","2014-03-14 18:49:40","NULL"
"343","7cc8facaf3abf5a5e4de296b6f17bd14","80509","line 2","2014-03-14 18:49:47","NULL","NULL","2014-03-14 18:49:44","2014-03-14 18:49:44","NULL"
"345","106d34b4805cc168901461abe8b897cd","80134","line 2","2014-03-14 18:49:48","NULL","NULL","2014-03-14 18:49:46","2014-03-14 18:49:46","NULL"
"347","3aa3e7031ebb544349ed51c3703e1e28","80332","line 2","2014-03-14 18:49:49","NULL","NULL","2014-03-14 18:49:48","2014-03-14 18:49:48","NULL"
"349","1483ff7857288cddc86fdf23bd3c116b","80240","line 7","2014-03-14 18:50:06","NULL","NULL","2014-03-14 18:50:04","2014-03-14 18:50:04","NULL"
"351","03b435330f6f95ee551480fe198e5d1d","80447","line 2","2014-03-14 18:50:14","NULL","NULL","2014-03-14 18:50:12","2014-03-14 18:50:12","NULL"
"353","ce6fe669641dcd65404ed6b4191389d7","80117","line 1","2014-03-14 18:50:21","NULL","NULL","2014-03-14 18:50:19","2014-03-14 18:50:19","NULL"
"355","1b98b61e9c8e95440afad13bf58421a5","80425","line 2","2014-03-14 18:50:26","NULL","NULL","2014-03-14 18:50:24","2014-03-14 18:50:24","NULL"
"357","4a501c55982e418f74b69a7df6a24344","80447","line 1","2014-03-14 18:50:31","NULL","NULL","2014-03-14 18:50:28","2014-03-14 18:50:28","NULL"
"359","11f9465c80cea3934df7e8630fe2d6fc","80104","line 1","2014-03-14 18:50:41","NULL","NULL","2014-03-14 18:50:38","2014-03-14 18:50:38","NULL"
"361","1d480e0d5aa22f069547e7ac4604d55a","80150","line 1","2014-03-14 18:51:00","NULL","NULL","2014-03-14 18:50:58","2014-03-14 18:50:58","NULL"
"363","b96336a067c56990e8dafa47ead3e644","80527","line 2","2014-03-14 18:51:24","NULL","NULL","2014-03-14 18:51:19","2014-03-14 18:51:19","NULL"
"365","03b435330f6f95ee551480fe198e5d1d","80506","line 4","2014-03-14 18:51:28","NULL","NULL","2014-03-14 18:51:26","2014-03-14 18:51:26","NULL"
"367","7c857ad3e2afb8b3f479853acabb9bb1","80447","line 2","2014-03-14 18:51:32","NULL","NULL","2014-03-14 18:51:30","2014-03-14 18:51:30","NULL"
"369","96e22a7926469e2f7fa2d2047148afff","80117","line 2","2014-03-14 18:51:32","NULL","NULL","2014-03-14 18:51:30","2014-03-14 18:51:30","NULL"
"371","a7b8878bf72c4dec6490c02559d43fa5","80332","line 2","2014-03-14 18:51:34","NULL","NULL","2014-03-14 18:51:32","2014-03-14 18:51:32","NULL"
"373","8ab6fb3a64f6a82d731489514961a3d6","80277","line 2","2014-03-14 18:51:39","NULL","NULL","2014-03-14 18:51:37","2014-03-14 18:51:37","NULL"
"375","2b4ec9074db00aabfcaeb8c623b7bda0","80134","line 2","2014-03-14 18:51:39","NULL","NULL","2014-03-14 18:51:37","2014-03-14 18:51:37","NULL"
"377","d6fc8ae10fdc4594f75920f88c7edb0d","80509","line 2","2014-03-14 18:51:46","NULL","NULL","2014-03-14 18:51:42","2014-03-14 18:51:42","NULL"
"379","e4822175dbd838cb8c9ec2f60d75d528","80150","line 2","2014-03-14 18:52:16","NULL","NULL","2014-03-14 18:52:14","2014-03-14 18:52:14","NULL"
"381","1073c6d8c387370d31d7427d054a5883","80104","line 3","2014-03-14 18:52:21","NULL","NULL","2014-03-14 18:52:19","2014-03-14 18:52:19","NULL"
"383","12baf9cdcb568ef8039aedac841b3e6d","80117","line 1","2014-03-14 18:52:22","NULL","NULL","2014-03-14 18:52:19","2014-03-14 18:52:19","NULL"
"385","0305c0ac08577580f8a95b8c3b95d679","80506","line 2","2014-03-14 18:52:46","NULL","NULL","2014-03-14 18:52:43","2014-03-14 18:52:43","NULL"
"387","10bc10cac2d7f66c763e74f8927eb50b","80447","line 6","2014-03-14 18:52:46","NULL","NULL","2014-03-14 18:52:44","2014-03-14 18:52:44","NULL"
"389","b0e9c42d7e2e9c3384771cd7b7e5e073","80097","line 4","2014-03-14 18:52:46","NULL","NULL","2014-03-14 18:52:44","2014-03-14 18:52:44","NULL"
"391","e5e106dea88382f10f0e997f17e87bff","80332","line 2","2014-03-14 18:53:13","NULL","NULL","2014-03-14 18:53:11","2014-03-14 18:53:11","NULL"
"393","6fef91da916a6eb0f1bd2abd7e4ba295","80527","line 3","2014-03-14 18:53:24","NULL","NULL","2014-03-14 18:53:18","2014-03-14 18:53:18","NULL"
"395","52764adf4b09793ad443ca504d51ce3a","80277","line 2","2014-03-14 18:53:36","NULL","NULL","2014-03-14 18:53:34","2014-03-14 18:53:34","NULL"
"397","32cf66743b706537ab886b72b8f3dffb","80104","line 1","2014-03-14 18:53:39","NULL","NULL","2014-03-14 18:53:37","2014-03-14 18:53:37","NULL"
"399","27d93543295852d35a171b69b793dec3","80506","line 1","2014-03-14 18:53:53","NULL","NULL","2014-03-14 18:53:51","2014-03-14 18:53:51","NULL"
"401","e921b696270031b77a8179f8c3af2a9c","80150","line 3","2014-03-14 18:53:57","NULL","NULL","2014-03-14 18:53:55","2014-03-14 18:53:55","NULL"
"403","389e5ae08ffb84719f3ac0d432df8bed","80099","line 2","2014-03-14 18:53:59","NULL","NULL","2014-03-14 18:53:57","2014-03-14 18:53:57","NULL"
"405","3af2b7a196ce1a3f0a9f715053241300","80332","line 1","2014-03-14 18:54:06","NULL","NULL","2014-03-14 18:54:04","2014-03-14 18:54:04","NULL"
"407","eb2c34f74b9969e6311e716ccd622cc7","80239","line 7","2014-03-14 18:54:10","NULL","NULL","2014-03-14 18:54:07","2014-03-14 18:54:07","NULL"
"409","f96339a53a2f3a724de1e1cb51b093bc","80117","line 2","2014-03-14 18:54:13","NULL","NULL","2014-03-14 18:54:11","2014-03-14 18:54:11","NULL"
"411","84ff075a0adb18379af8f623e2e156de","80506","line 6","2014-03-14 18:54:16","NULL","NULL","2014-03-14 18:54:13","2014-03-14 18:54:13","NULL"
"413","d9de0ad7bece02fe54d34f2033ef7b21","80277","line 6","2014-03-14 18:54:19","NULL","NULL","2014-03-14 18:54:17","2014-03-14 18:54:17","NULL"
"415","5b182be833537e7e00d90d1e024abc79","80425","line 1","2014-03-14 18:54:24","NULL","NULL","2014-03-14 18:54:22","2014-03-14 18:54:22","NULL"
"417","53c100ec9e63148ce1c0c45edcc8a2b3","80509","line 1","2014-03-14 18:54:38","NULL","NULL","2014-03-14 18:54:35","2014-03-14 18:54:35","NULL"
"419","54ed8f53bb2d5613a5f12fbc687cbf84","80097","line 1","2014-03-14 18:54:42","NULL","NULL","2014-03-14 18:54:39","2014-03-14 18:54:39","NULL"
"421","2a369df4dc766010b590ad23fbac653a","81054","line 11","2014-03-14 18:54:43","NULL","NULL","2014-03-14 18:54:54","2014-03-14 18:54:54","NULL"
"423","4d4f252b1b9b376e7098fc4e74511e9f","80099","line 1","2014-03-14 18:55:02","NULL","NULL","2014-03-14 18:55:00","2014-03-14 18:55:00","NULL"
"425","fb78128f606db71606b7278250a86fdc","80332","line 2","2014-03-14 18:55:11","NULL","NULL","2014-03-14 18:55:09","2014-03-14 18:55:09","NULL"
"427","a0fc36462cb3c44f87e700496f2e7ccb","80117","line 1","2014-03-14 18:55:16","NULL","NULL","2014-03-14 18:55:13","2014-03-14 18:55:13","NULL"
"429","0be64d18a7b943ef0dfe0ee35238de0c","80150","line 1","2014-03-14 18:55:16","NULL","NULL","2014-03-14 18:55:14","2014-03-14 18:55:14","NULL"
"431","a40373f3668a71c9fa3ad4da60bacde9","80506","line 2","2014-03-14 18:55:21","NULL","NULL","2014-03-14 18:55:18","2014-03-14 18:55:18","NULL"
"433","6b688b8fde67afa5a68e151bb83638b7","80527","line 2","2014-03-14 18:55:24","NULL","NULL","2014-03-14 18:55:19","2014-03-14 18:55:19","NULL"
"435","709c13e42136de01655e1b037101003a","80097","line 1","2014-03-14 18:55:23","NULL","NULL","2014-03-14 18:55:21","2014-03-14 18:55:21","NULL"
"437","c64f54a7073bd691e73aba6a810fde5b","80425","line 1","2014-03-14 18:55:27","NULL","NULL","2014-03-14 18:55:25","2014-03-14 18:55:25","NULL"
"439","335c707522d2df7f43a807e9fc5eb094","80236","line 7","2014-03-14 18:55:27","NULL","NULL","2014-03-14 18:55:25","2014-03-14 18:55:25","NULL"
"441","a574649df03c33b06ddbd9862a865d14","80117","line 1","2014-03-14 18:55:47","NULL","NULL","2014-03-14 18:55:45","2014-03-14 18:55:45","NULL"
"443","dfe64e77636768b7e071995a671db8e7","80104","line 2","2014-03-14 18:55:50","NULL","NULL","2014-03-14 18:55:48","2014-03-14 18:55:48","NULL"
"445","f609c49dce3e207fc3018d381bba2bb6","80277","line 1","2014-03-14 18:55:56","NULL","NULL","2014-03-14 18:55:54","2014-03-14 18:55:54","NULL"
"447","8e53fc14202af92108fa8dfe10b6b219","80099","line 4","2014-03-14 18:56:02","NULL","NULL","2014-03-14 18:56:00","2014-03-14 18:56:00","NULL"
"449","a40373f3668a71c9fa3ad4da60bacde9","80447","line 2","2014-03-14 18:56:24","NULL","NULL","2014-03-14 18:56:22","2014-03-14 18:56:22","NULL"
"451","98cf589f3dfb5ac844f222028425ece1","80332","line 6","2014-03-14 18:56:41","NULL","NULL","2014-03-14 18:56:39","2014-03-14 18:56:39","NULL"
"453","b0e9c42d7e2e9c3384771cd7b7e5e073","81054","line 12","2014-03-14 18:56:46","NULL","NULL","2014-03-14 18:56:57","2014-03-14 18:56:57","NULL"
"455","2e365a464dd13714cdab36e7a32bb7c5","80506","line 3","2014-03-14 18:56:59","NULL","NULL","2014-03-14 18:56:57","2014-03-14 18:56:57","NULL"
"457","12b7469989cf1cee5419c5fb5a3c081c","80117","line 2","2014-03-14 18:57:19","NULL","NULL","2014-03-14 18:57:18","2014-03-14 18:57:18","NULL"
"459","ddb8c3426da8e14e5f061f537f145596","80150","line 1","2014-03-14 18:57:23","NULL","NULL","2014-03-14 18:57:21","2014-03-14 18:57:21","NULL"
"461","7d041b17ef933d0cabffd518b0ea1ba4","80509","line 1","2014-03-14 18:57:44","NULL","NULL","2014-03-14 18:57:40","2014-03-14 18:57:40","NULL"
"463","5da30a463825f68165bce50ba1a9dd1f","80447","line 2","2014-03-14 18:57:45","NULL","NULL","2014-03-14 18:57:43","2014-03-14 18:57:43","NULL"
"465","e7fbe585abd1738fd49f636214a1b969","80506","line 2","2014-03-14 18:57:58","NULL","NULL","2014-03-14 18:57:56","2014-03-14 18:57:56","NULL"
"467","5d66d27c9cf61d4464bb1f8dcd502953","80099","line 1","2014-03-14 18:58:02","NULL","NULL","2014-03-14 18:58:00","2014-03-14 18:58:00","NULL"
"469","4a427d1d3ff68e5a9e0b1de1f959a81c","80527","line 2","2014-03-14 18:58:10","NULL","NULL","2014-03-14 18:58:04","2014-03-14 18:58:04","NULL"
"471","5df4f17bc446ada82539f07181ce8812","80240","line 5","2014-03-14 18:58:11","NULL","NULL","2014-03-14 18:58:08","2014-03-14 18:58:08","NULL"
"473","727a92f0f382b95865c819a4a5c4fe8c","80104","line 2","2014-03-14 18:58:56","NULL","NULL","2014-03-14 18:58:54","2014-03-14 18:58:54","NULL"
"475","fe89345e96d47c3d809b9893b84ff718","80277","line 6","2014-03-14 18:58:57","NULL","NULL","2014-03-14 18:58:55","2014-03-14 18:58:55","NULL"
"477","c23dd28c8a4e125b0062f18aa6aa10e5","80527","line 4","2014-03-14 18:59:03","NULL","NULL","2014-03-14 18:58:57","2014-03-14 18:58:57","NULL"
"479","13fb51fa21e538e21e8599f02344242e","80332","line 2","2014-03-14 18:59:07","NULL","NULL","2014-03-14 18:59:05","2014-03-14 18:59:05","NULL"
"481","9cb87908cf74cf941b2bbf732c87bf44","80150","line 2","2014-03-14 18:59:17","NULL","NULL","2014-03-14 18:59:15","2014-03-14 18:59:15","NULL"
"483","fc1596fd98af685374cfdf854059af28","80097","line 2","2014-03-14 18:59:20","NULL","NULL","2014-03-14 18:59:17","2014-03-14 18:59:17","NULL"
"485","d352cfd124356e3eee6c89d8cb6d3e95","80099","line 2","2014-03-14 18:59:20","NULL","NULL","2014-03-14 18:59:18","2014-03-14 18:59:18","NULL"
"487","0aaebb51e2c8ee75bcfb80084aa6022d","80509","line 3","2014-03-14 18:59:25","NULL","NULL","2014-03-14 18:59:22","2014-03-14 18:59:22","NULL"
"489","1a5494fa3d7764d74c3c55463e539de6","80425","line 2","2014-03-14 18:59:38","NULL","NULL","2014-03-14 18:59:36","2014-03-14 18:59:36","NULL"
"491","b98afaf8a6d97ec96abe3065412be374","80506","line 6","2014-03-14 18:59:50","NULL","NULL","2014-03-14 18:59:48","2014-03-14 18:59:48","NULL"
"493","4b461ed4186068e953960fe60d368ffa","80150","line 1","2014-03-14 19:00:07","NULL","NULL","2014-03-14 19:00:04","2014-03-14 19:00:04","NULL"
"495","c166ff2427d6403b5daa26be4f10e285","80425","line 2","2014-03-14 19:00:13","NULL","NULL","2014-03-14 19:00:10","2014-03-14 19:00:10","NULL"
"497","88bd3d98f167c2810ffe9c321893db7a","80277","line 2","2014-03-14 19:00:17","NULL","NULL","2014-03-14 19:00:16","2014-03-14 19:00:16","NULL"
"499","da8c4b96bf5968aeea652bd3d668d8ee","80527","line 1","2014-03-14 19:00:25","NULL","NULL","2014-03-14 19:00:18","2014-03-14 19:00:18","NULL"
"501","02954bce4fdea1f1acd3a74adcbe91bd","80099","line 2","2014-03-14 19:00:39","NULL","NULL","2014-03-14 19:00:36","2014-03-14 19:00:36","NULL"
"503","4a427d1d3ff68e5a9e0b1de1f959a81c","80117","line 2","2014-03-14 19:00:40","NULL","NULL","2014-03-14 19:00:38","2014-03-14 19:00:38","NULL"
"505","c92d22b36e0ce7512add692101080de9","80332","line 2","2014-03-14 19:00:41","NULL","NULL","2014-03-14 19:00:39","2014-03-14 19:00:39","NULL"
"507","2b00df45255ff1c5dd700b3ee08028e2","80117","line 3","2014-03-14 19:00:47","NULL","NULL","2014-03-14 19:00:46","2014-03-14 19:00:46","NULL"
"509","da83c8eafb8d36681c97b741b7dc4d2e","80527","line 2","2014-03-14 19:01:03","NULL","NULL","2014-03-14 19:00:58","2014-03-14 19:00:58","NULL"
"511","abf24abe66f22203a12fb866e37a50c0","80506","line 2","2014-03-14 19:01:12","NULL","NULL","2014-03-14 19:01:10","2014-03-14 19:01:10","NULL"
"513","6afc8a40f0ff8bd9d8c1e11e202de8e9","80277","line 1","2014-03-14 19:01:30","NULL","NULL","2014-03-14 19:01:28","2014-03-14 19:01:28","NULL"
"515","1b41a9c4fa2652682add552500c1a5ad","80509","line 2","2014-03-14 19:01:34","NULL","NULL","2014-03-14 19:01:30","2014-03-14 19:01:30","NULL"
"517","cc3297e9a7ec09c57dd136b5215076c0","80097","line 13","2014-03-14 19:01:48","NULL","NULL","2014-03-14 19:01:46","2014-03-14 19:01:46","NULL"
"519","2babbe926dd68a0308847b927206cd1e","80425","line 1","2014-03-14 19:01:52","NULL","NULL","2014-03-14 19:01:50","2014-03-14 19:01:50","NULL"
"521","23ca1b1aaa3513b023e56d5bd817ec27","80099","line 3","2014-03-14 19:02:14","NULL","NULL","2014-03-14 19:02:12","2014-03-14 19:02:12","NULL"
"523","12b7469989cf1cee5419c5fb5a3c081c","80527","line 2","2014-03-14 19:02:33","NULL","NULL","2014-03-14 19:02:27","2014-03-14 19:02:27","NULL"
"525","8f29b9af6aa637af3ab27c3358d384d4","80447","line 2","2014-03-14 19:02:33","NULL","NULL","2014-03-14 19:02:31","2014-03-14 19:02:31","NULL"
"527","1444d8041cc50b78add31d90a30f9ff0","80509","line 1","2014-03-14 19:03:23","NULL","NULL","2014-03-14 19:03:20","2014-03-14 19:03:20","NULL"
"529","77a364a8e78f1c450cf18c3c1671e50d","80506","line 1","2014-03-14 19:03:48","NULL","NULL","2014-03-14 19:03:45","2014-03-14 19:03:45","NULL"
"531","1aa92135ba8dce1e54648f06943dbcdf","80239","line 5","2014-03-14 19:03:51","NULL","NULL","2014-03-14 19:03:49","2014-03-14 19:03:49","NULL"
"533","228d37dee8ecc549cf9909ccfc7c3fbb","80236","line 5","2014-03-14 19:04:03","NULL","NULL","2014-03-14 19:04:00","2014-03-14 19:04:00","NULL"
"535","35ea134466f5637f6d3163a84f8b69d9","80122","line 1","2014-03-14 19:04:26","NULL","NULL","2014-03-14 19:04:24","2014-03-14 19:04:24","NULL"
"537","0030819d7d38d17f5010e8e01e423de5","80332","line 6","2014-03-14 19:04:46","NULL","NULL","2014-03-14 19:04:44","2014-03-14 19:04:44","NULL"
"539","81dde101633633bbce887a8c5b4d20cd","80134","line 4","2014-03-14 19:04:58","NULL","NULL","2014-03-14 19:04:56","2014-03-14 19:04:56","NULL"
"541","28e9b89ceacb84fd849c747178aed661","80447","line 2","2014-03-14 19:05:00","NULL","NULL","2014-03-14 19:04:58","2014-03-14 19:04:58","NULL"
"543","34f6ce1328ac5de62971043514f7a386","80099","line 2","2014-03-14 19:05:08","NULL","NULL","2014-03-14 19:05:06","2014-03-14 19:05:06","NULL"
"545","063d7c51281f1c8a45309017dc27310e","80506","line 2","2014-03-14 19:05:17","NULL","NULL","2014-03-14 19:05:15","2014-03-14 19:05:15","NULL"
"547","8f3ca067ee71f2a47afe68a80565f754","80509","line 1","2014-03-14 19:05:19","NULL","NULL","2014-03-14 19:05:15","2014-03-14 19:05:15","NULL"
"549","12b7469989cf1cee5419c5fb5a3c081c","80527","line 2","2014-03-14 19:05:23","NULL","NULL","2014-03-14 19:05:17","2014-03-14 19:05:17","NULL"
"551","6d8a05f1ca3c9e5d797fa28824ac4de9","80122","line 6","2014-03-14 19:06:02","NULL","NULL","2014-03-14 19:06:00","2014-03-14 19:06:00","NULL"
"553","b9145221389a5c6c0ff09bcd88a81850","80425","line 5","2014-03-14 19:06:49","NULL","NULL","2014-03-14 19:06:47","2014-03-14 19:06:47","NULL"
"555","2d30e756f9ab61541ca3fa8ee3835432","80134","line 2","2014-03-14 19:06:51","NULL","NULL","2014-03-14 19:06:48","2014-03-14 19:06:48","NULL"
"557","61539f1cc2cbb05c30aa50742c0f64bd","80117","line 6","2014-03-14 19:06:52","NULL","NULL","2014-03-14 19:06:51","2014-03-14 19:06:51","NULL"
"559","12b7469989cf1cee5419c5fb5a3c081c","80277","line 2","2014-03-14 19:06:54","NULL","NULL","2014-03-14 19:06:52","2014-03-14 19:06:52","NULL"
"561","81174c19c7b905bc212d8da9116cb1be","80099","line 4","2014-03-14 19:07:01","NULL","NULL","2014-03-14 19:06:59","2014-03-14 19:06:59","NULL"
"563","9d05a0f62568468147247d74d1f7baa7","80332","line 2","2014-03-14 19:07:27","NULL","NULL","2014-03-14 19:07:25","2014-03-14 19:07:25","NULL"
"565","018b9d1e11676eeac4fe05a8d8f811c7","80527","line 1","2014-03-14 19:07:33","NULL","NULL","2014-03-14 19:07:27","2014-03-14 19:07:27","NULL"
"567","76bf279b3065dcf2fcfdde5a9862791b","80509","line 2","2014-03-14 19:07:32","NULL","NULL","2014-03-14 19:07:31","2014-03-14 19:07:31","NULL"
"569","aedd86b49fd37853cc8f69c7143e3d3f","80506","line 1","2014-03-14 19:07:50","NULL","NULL","2014-03-14 19:07:48","2014-03-14 19:07:48","NULL"
"571","160a7e3916927ac867d33fe01892d42b","80447","line 2","2014-03-14 19:07:52","NULL","NULL","2014-03-14 19:07:50","2014-03-14 19:07:50","NULL"
"573","8b456636a21c795c6d569860ad244ff7","80122","line 2","2014-03-14 19:07:52","NULL","NULL","2014-03-14 19:07:50","2014-03-14 19:07:50","NULL"
"575","bbc019c27e5d01789107a29e99f6b1dd","81054","line 11","2014-03-14 19:07:44","NULL","NULL","2014-03-14 19:08:01","2014-03-14 19:08:01","NULL"
"577","a6f7e2c65c6d4d77c148cfc17bb899fd","80099","line 4","2014-03-14 19:08:12","NULL","NULL","2014-03-14 19:08:09","2014-03-14 19:08:09","NULL"
"579","15d0703c8f8afc4fb18abeecc8c9b90d","80332","line 4","2014-03-14 19:08:15","NULL","NULL","2014-03-14 19:08:13","2014-03-14 19:08:13","NULL"
"581","3499d0ca4cf66635ab04715193a67916","80122","line 2","2014-03-14 19:08:22","NULL","NULL","2014-03-14 19:08:20","2014-03-14 19:08:20","NULL"
"583","fe23499c083f456602f811e5554eed16","80277","line 2","2014-03-14 19:08:31","NULL","NULL","2014-03-14 19:08:28","2014-03-14 19:08:28","NULL"
"585","60e18237785c338bca0890b3149d25ac","80117","line 3","2014-03-14 19:08:40","NULL","NULL","2014-03-14 19:08:38","2014-03-14 19:08:38","NULL"
"587","6b07d283e74291b3ff3dbaa8583e4964","80236","line 7","2014-03-14 19:08:51","NULL","NULL","2014-03-14 19:08:48","2014-03-14 19:08:48","NULL"
"589","77a364a8e78f1c450cf18c3c1671e50d","80447","line 1","2014-03-14 19:08:58","NULL","NULL","2014-03-14 19:08:56","2014-03-14 19:08:56","NULL"
"591","61cbe5b9cf3c03904f0f2fc8ddc592e9","80332","line 1","2014-03-14 19:08:59","NULL","NULL","2014-03-14 19:08:57","2014-03-14 19:08:57","NULL"
"593","1b225e2652d011e9902026ab7002fb39","80506","line 4","2014-03-14 19:09:14","NULL","NULL","2014-03-14 19:09:12","2014-03-14 19:09:12","NULL"
"595","61539f1cc2cbb05c30aa50742c0f64bd","80527","line 1","2014-03-14 19:09:19","NULL","NULL","2014-03-14 19:09:13","2014-03-14 19:09:13","NULL"
"597","0be8d7b4d99f5f36dc3ed6222d795951","80097","line 4","2014-03-14 19:09:23","NULL","NULL","2014-03-14 19:09:21","2014-03-14 19:09:21","NULL"
"599","d4745cdc3d01f3bcfd404b2d78655daf","80509","line 2","2014-03-14 19:09:28","NULL","NULL","2014-03-14 19:09:25","2014-03-14 19:09:25","NULL"
"601","81dde101633633bbce887a8c5b4d20cd","80527","line 4","2014-03-14 19:09:41","NULL","NULL","2014-03-14 19:09:34","2014-03-14 19:09:34","NULL"
"603","12b7469989cf1cee5419c5fb5a3c081c","80447","line 2","2014-03-14 19:09:39","NULL","NULL","2014-03-14 19:09:37","2014-03-14 19:09:37","NULL"
"605","6c3ec8407b3fb1eb5a0c9362647a396b","80506","line 1","2014-03-14 19:09:57","NULL","NULL","2014-03-14 19:09:55","2014-03-14 19:09:55","NULL"
"607","727a92f0f382b95865c819a4a5c4fe8c","80332","line 2","2014-03-14 19:09:57","NULL","NULL","2014-03-14 19:09:55","2014-03-14 19:09:55","NULL"
"609","1555c4163fba578efcfe6e57cb6b0481","80117","line 3","2014-03-14 19:10:18","NULL","NULL","2014-03-14 19:10:16","2014-03-14 19:10:16","NULL"
"611","bbbb0466f01d6fd86b688aaa38570270","80097","line 2","2014-03-14 19:10:20","NULL","NULL","2014-03-14 19:10:18","2014-03-14 19:10:18","NULL"
"613","b81f392ae211d8677eddec70d3fd9c90","80277","line 1","2014-03-14 19:10:28","NULL","NULL","2014-03-14 19:10:25","2014-03-14 19:10:25","NULL"
"615","47285feee1977c582b131a44e7042e2f","80099","line 4","2014-03-14 19:10:30","NULL","NULL","2014-03-14 19:10:27","2014-03-14 19:10:27","NULL"
"617","5a80f39b7b3356d7a4136f0cab10014e","80117","line 1","2014-03-14 19:10:42","NULL","NULL","2014-03-14 19:10:40","2014-03-14 19:10:40","NULL"
"619","c850ac5952ee0f923a9f7aa4d6ae5912","80509","line 2","2014-03-14 19:10:54","NULL","NULL","2014-03-14 19:10:51","2014-03-14 19:10:51","NULL"
