# id> internal primary key for ope_calls structure. Each represents one call
# phone_number> hashed incoming phone number
# operator> person who picked the call
# line> type of incoming line (i.e. O2 mobile, T-mobile prepaid etc.)
# answered_at> time of incoming call start (when operator starts to talk)
# droped_at> time of call end
# ended_at> time when operator finished the call (after call tasks are done)
# created_ad, updated_at> timestamp of database insert
# line_id> id of service that customer called at

"id","phone_number","operator","line","answered_at","droped_at","ended_at","created_at","updated_at","line_id"
"621","02dddec7f38864d5af6e25ee07550d86","80527","line 2","2014-03-14 19:10:57","NULL","NULL","2014-03-14 19:10:52","2014-03-14 19:10:52","NULL"
"623","5da30a463825f68165bce50ba1a9dd1f","80134","line 2","2014-03-14 19:11:08","NULL","NULL","2014-03-14 19:11:06","2014-03-14 19:11:06","NULL"
"625","b18fd050e6c422d975904f533a7ab603","80447","line 2","2014-03-14 19:11:11","NULL","NULL","2014-03-14 19:11:09","2014-03-14 19:11:09","NULL"
"627","e9be75834fdbaeb288a22481841f88e3","80039","line 1","2014-03-14 19:11:20","NULL","NULL","2014-03-14 19:11:18","2014-03-14 19:11:18","NULL"
"629","92e5654d80608182dd048dce1b142c3f","80240","line 5","2014-03-14 19:11:24","NULL","NULL","2014-03-14 19:11:22","2014-03-14 19:11:22","NULL"
"631","04040be954628f464bb53395d3a8c6ca","80099","line 2","2014-03-14 19:11:26","NULL","NULL","2014-03-14 19:11:24","2014-03-14 19:11:24","NULL"
"633","e553dd26cf1ae201f6f16ad9e6b00d40","80425","line 4","2014-03-14 19:11:31","NULL","NULL","2014-03-14 19:11:29","2014-03-14 19:11:29","NULL"
"635","3d22ca8bf50a1ceaea2b95f290820dbd","80332","line 2","2014-03-14 19:11:33","NULL","NULL","2014-03-14 19:11:31","2014-03-14 19:11:31","NULL"
"637","9d10063af4c373701e52986c0d670205","80104","line 1","2014-03-14 19:11:49","NULL","NULL","2014-03-14 19:11:47","2014-03-14 19:11:47","NULL"
"639","78b1c79480a489c97a0b414544e30394","80509","line 1","2014-03-14 19:11:51","NULL","NULL","2014-03-14 19:11:48","2014-03-14 19:11:48","NULL"
"641","b5c634c92519406b92c537871c4da0a6","80506","line 1","2014-03-14 19:11:50","NULL","NULL","2014-03-14 19:11:48","2014-03-14 19:11:48","NULL"
"643","8f63f3a5fe7d4fb1392b68bad9061d65","80277","line 2","2014-03-14 19:12:10","NULL","NULL","2014-03-14 19:12:11","2014-03-14 19:12:11","NULL"
"645","04b2b9da42513bcbe44dfa69fa84e8a4","80104","line 1","2014-03-14 19:12:28","NULL","NULL","2014-03-14 19:12:26","2014-03-14 19:12:26","NULL"
"647","f4f24369835f24e480d77face31689b2","80117","line 1","2014-03-14 19:12:31","NULL","NULL","2014-03-14 19:12:28","2014-03-14 19:12:28","NULL"
"649","12b7469989cf1cee5419c5fb5a3c081c","80099","line 2","2014-03-14 19:12:35","NULL","NULL","2014-03-14 19:12:32","2014-03-14 19:12:32","NULL"
"651","76c26c680d892d73db22e9cd226b15d1","80039","line 2","2014-03-14 19:12:35","NULL","NULL","2014-03-14 19:12:33","2014-03-14 19:12:33","NULL"
"653","aedc92fed2d0ca46ff9557235382dabd","80122","line 1","2014-03-14 19:12:37","NULL","NULL","2014-03-14 19:12:35","2014-03-14 19:12:35","NULL"
"655","be6e0df3baa1ee01208b906e33e60b42","80097","line 6","2014-03-14 19:12:40","NULL","NULL","2014-03-14 19:12:38","2014-03-14 19:12:38","NULL"
"657","f704e3d90e8a80015ff03e8c0b311159","80506","line 2","2014-03-14 19:12:53","NULL","NULL","2014-03-14 19:12:51","2014-03-14 19:12:51","NULL"
"659","5feb0ac8677e9aa0f47d527c53455a53","80239","line 5","2014-03-14 19:13:08","NULL","NULL","2014-03-14 19:13:05","2014-03-14 19:13:05","NULL"
"661","7d62b0334d6074ae1d17800c8d763cae","80277","line 2","2014-03-14 19:13:15","NULL","NULL","2014-03-14 19:13:12","2014-03-14 19:13:12","NULL"
"663","1b225e2652d011e9902026ab7002fb39","80425","line 4","2014-03-14 19:13:22","NULL","NULL","2014-03-14 19:13:20","2014-03-14 19:13:20","NULL"
"665","9bf22e2df7009fecfd98438094b1193a","80039","line 3","2014-03-14 19:13:29","NULL","NULL","2014-03-14 19:13:27","2014-03-14 19:13:27","NULL"
"667","fd0e44c4b7cfe3507dd78c27c1a6276e","80104","line 6","2014-03-14 19:13:38","NULL","NULL","2014-03-14 19:13:37","2014-03-14 19:13:37","NULL"
"669","2d30e756f9ab61541ca3fa8ee3835432","80117","line 2","2014-03-14 19:13:42","NULL","NULL","2014-03-14 19:13:41","2014-03-14 19:13:41","NULL"
"671","228d37dee8ecc549cf9909ccfc7c3fbb","80236","line 5","2014-03-14 19:13:44","NULL","NULL","2014-03-14 19:13:42","2014-03-14 19:13:42","NULL"
"673","2e393a078fdc868cf436e342902b5976","80509","line 2","2014-03-14 19:14:26","NULL","NULL","2014-03-14 19:14:22","2014-03-14 19:14:22","NULL"
"675","13b14ef98bf4bb12a0e9d28fe4a3960e","80099","line 2","2014-03-14 19:14:37","NULL","NULL","2014-03-14 19:14:34","2014-03-14 19:14:34","NULL"
"677","de5a28e9b1a78e5d0f61d50610697313","80104","line 2","2014-03-14 19:14:46","NULL","NULL","2014-03-14 19:14:43","2014-03-14 19:14:43","NULL"
"679","e3dad81a4fceeef31b010d1f7134abdc","80039","line 2","2014-03-14 19:14:46","NULL","NULL","2014-03-14 19:14:45","2014-03-14 19:14:45","NULL"
"681","a70aa040e05abef553f99f4d7a009a6e","80506","line 2","2014-03-14 19:14:52","NULL","NULL","2014-03-14 19:14:50","2014-03-14 19:14:50","NULL"
"683","b9145221389a5c6c0ff09bcd88a81850","80240","line 5","2014-03-14 19:15:05","NULL","NULL","2014-03-14 19:15:02","2014-03-14 19:15:02","NULL"
"685","9d6c0b23a1c750589b79b0dea6b65456","80104","line 4","2014-03-14 19:15:06","NULL","NULL","2014-03-14 19:15:04","2014-03-14 19:15:04","NULL"
"687","da51e12af7e58b913e3c4f5191ada2de","80509","line 1","2014-03-14 19:15:23","NULL","NULL","2014-03-14 19:15:19","2014-03-14 19:15:19","NULL"
"689","12b7469989cf1cee5419c5fb5a3c081c","80039","line 2","2014-03-14 19:15:31","NULL","NULL","2014-03-14 19:15:30","2014-03-14 19:15:30","NULL"
"691","7aaa1e67fcbf0656047537dd99793704","80122","line 2","2014-03-14 19:15:53","NULL","NULL","2014-03-14 19:15:51","2014-03-14 19:15:51","NULL"
"693","27982d41cf6f9ab19f797bb1830495f0","80527","line 2","2014-03-14 19:16:04","NULL","NULL","2014-03-14 19:15:58","2014-03-14 19:15:58","NULL"
"695","cc3bf40e9104cd47750c597a0c6486f3","80099","line 1","2014-03-14 19:16:04","NULL","NULL","2014-03-14 19:16:02","2014-03-14 19:16:02","NULL"
"697","ef5158936c1a0f23a6d10b114d8cb4ab","80104","line 2","2014-03-14 19:16:07","NULL","NULL","2014-03-14 19:16:04","2014-03-14 19:16:04","NULL"
"699","9b8a5099645b2b4622f248240f04b0df","80447","line 1","2014-03-14 19:16:10","NULL","NULL","2014-03-14 19:16:08","2014-03-14 19:16:08","NULL"
"701","bbc019c27e5d01789107a29e99f6b1dd","81054","line 11","2014-03-14 19:16:08","NULL","NULL","2014-03-14 19:16:19","2014-03-14 19:16:19","NULL"
"703","81174c19c7b905bc212d8da9116cb1be","80117","line 4","2014-03-14 19:16:38","NULL","NULL","2014-03-14 19:16:36","2014-03-14 19:16:36","NULL"
"705","7ece29a03891b0fcef8c01af5930f0ba","80039","line 6","2014-03-14 19:17:04","NULL","NULL","2014-03-14 19:17:03","2014-03-14 19:17:03","NULL"
"707","372eba50d8ad5ab705085059af02df1b","80104","line 1","2014-03-14 19:17:09","NULL","NULL","2014-03-14 19:17:06","2014-03-14 19:17:06","NULL"
"709","92e5654d80608182dd048dce1b142c3f","80236","line 5","2014-03-14 19:17:14","NULL","NULL","2014-03-14 19:17:11","2014-03-14 19:17:11","NULL"
"711","dbf5c3b949ec1dfa617c820ed32fbd69","80509","line 3","2014-03-14 19:18:12","NULL","NULL","2014-03-14 19:18:08","2014-03-14 19:18:08","NULL"
"713","448e130ad657a2236c6974d66d06e861","80099","line 3","2014-03-14 19:18:35","NULL","NULL","2014-03-14 19:18:33","2014-03-14 19:18:33","NULL"
"715","36f17ef5203b62982aecabf70e6829ff","80039","line 2","2014-03-14 19:18:39","NULL","NULL","2014-03-14 19:18:37","2014-03-14 19:18:37","NULL"
"717","02ce1c4999ed28ffc02ccb512b013a68","80104","line 1","2014-03-14 19:19:00","NULL","NULL","2014-03-14 19:18:58","2014-03-14 19:18:58","NULL"
"719","5c17b070620ffe58c642fc2e591d8754","80332","line 2","2014-03-14 19:19:04","NULL","NULL","2014-03-14 19:19:01","2014-03-14 19:19:01","NULL"
"721","a7421b0af32ab3ed36216a1d389ebad5","80117","line 1","2014-03-14 19:19:07","NULL","NULL","2014-03-14 19:19:05","2014-03-14 19:19:05","NULL"
"723","f33016efe077bf6074950bfa85ad5b05","80122","line 1","2014-03-14 19:19:13","NULL","NULL","2014-03-14 19:19:11","2014-03-14 19:19:11","NULL"
"725","516002dbea450e0710c9c9d0c8ec0e79","80425","line 5","2014-03-14 19:19:16","NULL","NULL","2014-03-14 19:19:14","2014-03-14 19:19:14","NULL"
"727","ebe1e97cbc00ce247bea2586df5fffb9","80527","line 2","2014-03-14 19:19:33","NULL","NULL","2014-03-14 19:19:27","2014-03-14 19:19:27","NULL"
"729","a9d73428f5a22973e8eeb010b31dce83","80039","line 4","2014-03-14 19:19:40","NULL","NULL","2014-03-14 19:19:38","2014-03-14 19:19:38","NULL"
"731","c64f54a7073bd691e73aba6a810fde5b","80104","line 1","2014-03-14 19:19:53","NULL","NULL","2014-03-14 19:19:50","2014-03-14 19:19:50","NULL"
"733","e12d18dcf17c6d0f327149ab7c1c2f7c","80099","line 1","2014-03-14 19:20:23","NULL","NULL","2014-03-14 19:20:21","2014-03-14 19:20:21","NULL"
"735","ef669b6dcca475937c7fca63a27bd6ee","80122","line 1","2014-03-14 19:20:25","NULL","NULL","2014-03-14 19:20:22","2014-03-14 19:20:22","NULL"
"737","6a1da0d1a96018bf52bd556dd1795358","80527","line 2","2014-03-14 19:20:48","NULL","NULL","2014-03-14 19:20:42","2014-03-14 19:20:42","NULL"
"739","aa8f4d238ac496b10b1f20f9f5fab130","80509","line 3","2014-03-14 19:20:55","NULL","NULL","2014-03-14 19:20:51","2014-03-14 19:20:51","NULL"
"741","22abc83c60672e2414c9b7716eabc10d","80425","line 2","2014-03-14 19:21:22","NULL","NULL","2014-03-14 19:21:20","2014-03-14 19:21:20","NULL"
"743","c1a4656e4f8bf642793782c0de3b5cc9","80039","line 3","2014-03-14 19:21:46","NULL","NULL","2014-03-14 19:21:44","2014-03-14 19:21:44","NULL"
"745","f101bb63e7b59a39ad5d3cb87327032a","80134","line 3","2014-03-14 19:22:31","NULL","NULL","2014-03-14 19:22:29","2014-03-14 19:22:29","NULL"
"747","13c5f48280fe6c39a2a11e43cad20653","80236","line 9","2014-03-14 19:22:36","NULL","NULL","2014-03-14 19:22:33","2014-03-14 19:22:33","NULL"
"749","27982d41cf6f9ab19f797bb1830495f0","80527","line 2","2014-03-14 19:22:46","NULL","NULL","2014-03-14 19:22:40","2014-03-14 19:22:40","NULL"
"751","3d3d9656410d046e8ee516aac4f6cd53","80117","line 2","2014-03-14 19:23:09","NULL","NULL","2014-03-14 19:23:07","2014-03-14 19:23:07","NULL"
"753","908298b282073cf5ac2b2559e95cb883","80039","line 2","2014-03-14 19:23:09","NULL","NULL","2014-03-14 19:23:07","2014-03-14 19:23:07","NULL"
"755","1a7bd763c11394d8f155ef6ebe2f5210","80039","line 2","2014-03-14 19:23:43","NULL","NULL","2014-03-14 19:23:42","2014-03-14 19:23:42","NULL"
"757","4ae9d92736db085e642da648c610cd84","80239","line 5","2014-03-14 19:23:48","NULL","NULL","2014-03-14 19:23:46","2014-03-14 19:23:46","NULL"
"759","cbecd22b3946f62295830181daa7feeb","80527","line 1","2014-03-14 19:24:01","NULL","NULL","2014-03-14 19:23:55","2014-03-14 19:23:55","NULL"
"761","ef81119fdbbb512c1b7e7cc696c9e500","80117","line 2","2014-03-14 19:23:58","NULL","NULL","2014-03-14 19:23:56","2014-03-14 19:23:56","NULL"
"763","5e026fb9c5e140b263e4ed40f47ce3e6","80277","line 6","2014-03-14 19:24:13","NULL","NULL","2014-03-14 19:24:11","2014-03-14 19:24:11","NULL"
"765","9de664be845cac82a882eacb89dfc562","80099","line 1","2014-03-14 19:24:22","NULL","NULL","2014-03-14 19:24:20","2014-03-14 19:24:20","NULL"
"767","d8ce2fd4107c2828f889ec2c33326ebb","80425","line 2","2014-03-14 19:24:41","NULL","NULL","2014-03-14 19:24:39","2014-03-14 19:24:39","NULL"
"769","228d37dee8ecc549cf9909ccfc7c3fbb","80240","line 5","2014-03-14 19:24:44","NULL","NULL","2014-03-14 19:24:41","2014-03-14 19:24:41","NULL"
"771","41ea65abffad8551f041153a9c4c9617","80527","line 2","2014-03-14 19:25:03","NULL","NULL","2014-03-14 19:24:57","2014-03-14 19:24:57","NULL"
"773","5bfd880d6730c78f7074c2acfbcda582","80117","line 1","2014-03-14 19:25:01","NULL","NULL","2014-03-14 19:24:59","2014-03-14 19:24:59","NULL"
"775","187c426b2bcfe4646a0f88064a858952","80122","line 2","2014-03-14 19:25:03","NULL","NULL","2014-03-14 19:25:01","2014-03-14 19:25:01","NULL"
"777","6965164869ea18ad066634c41cf9e9ee","80134","line 4","2014-03-14 19:25:08","NULL","NULL","2014-03-14 19:25:06","2014-03-14 19:25:06","NULL"
"779","07e96d6d782d7b3626befa587502af64","80117","line 1","2014-03-14 19:25:14","NULL","NULL","2014-03-14 19:25:11","2014-03-14 19:25:11","NULL"
"781","66d7d781c760820c88077fd3899ccbf8","80104","line 2","2014-03-14 19:25:19","NULL","NULL","2014-03-14 19:25:16","2014-03-14 19:25:16","NULL"
"783","6727453faeb22893bfc1376e8f367211","80425","line 3","2014-03-14 19:25:23","NULL","NULL","2014-03-14 19:25:21","2014-03-14 19:25:21","NULL"
"785","3dd32ea1edabbce6b310ac3fb805b7e0","80277","line 1","2014-03-14 19:25:41","NULL","NULL","2014-03-14 19:25:38","2014-03-14 19:25:38","NULL"
"787","44d5a717725f412967fdf19321e1e99d","80134","line 2","2014-03-14 19:26:05","NULL","NULL","2014-03-14 19:26:03","2014-03-14 19:26:03","NULL"
"789","d963ba99fbf2dff29799baf49e774430","80527","line 2","2014-03-14 19:26:14","NULL","NULL","2014-03-14 19:26:08","2014-03-14 19:26:08","NULL"
"791","f96253cc1cf3c1d3bc41c89ba8945a70","80122","line 1","2014-03-14 19:26:12","NULL","NULL","2014-03-14 19:26:11","2014-03-14 19:26:11","NULL"
"793","40e96cafbc7c8cf4ef5a67ad7bae886b","80117","line 4","2014-03-14 19:26:18","NULL","NULL","2014-03-14 19:26:16","2014-03-14 19:26:16","NULL"
"795","5c2ec42d69e99ca09bb3ba3b7c7510ba","80425","line 1","2014-03-14 19:26:33","NULL","NULL","2014-03-14 19:26:31","2014-03-14 19:26:31","NULL"
"797","df8e55346ce154ed4318ebd2c427ed02","80277","line 2","2014-03-14 19:26:46","NULL","NULL","2014-03-14 19:26:44","2014-03-14 19:26:44","NULL"
"799","ea108c8e971d66977763c7ddb412ae1b","80099","line 2","2014-03-14 19:26:47","NULL","NULL","2014-03-14 19:26:45","2014-03-14 19:26:45","NULL"
"801","1cf07285a38b3f8d133e090c71090d17","80039","line 2","2014-03-14 19:26:49","NULL","NULL","2014-03-14 19:26:47","2014-03-14 19:26:47","NULL"
"803","c11ec5ba625d81c53dcd7abc23221f9f","80134","line 1","2014-03-14 19:26:53","NULL","NULL","2014-03-14 19:26:51","2014-03-14 19:26:51","NULL"
"805","23f670966477f36463f40e8df3512062","80425","line 3","2014-03-14 19:26:54","NULL","NULL","2014-03-14 19:26:51","2014-03-14 19:26:51","NULL"
"807","78f5a17048a4c3e2c9a0ff8df0c1eaec","80104","line 4","2014-03-14 19:27:23","NULL","NULL","2014-03-14 19:27:20","2014-03-14 19:27:20","NULL"
"809","cedb7489b36d7e786d62936307b54270","80527","line 3","2014-03-14 19:27:48","NULL","NULL","2014-03-14 19:27:43","2014-03-14 19:27:43","NULL"
"811","231f648f05965b748bb641a8be4ed78b","80122","line 4","2014-03-14 19:27:46","NULL","NULL","2014-03-14 19:27:43","2014-03-14 19:27:43","NULL"
"813","381a74409e389bff1137027c1a078eaa","80039","line 2","2014-03-14 19:27:51","NULL","NULL","2014-03-14 19:27:48","2014-03-14 19:27:48","NULL"
"815","305f57f4bc550b747af4ecdaa4c5c7f8","80277","line 4","2014-03-14 19:27:51","NULL","NULL","2014-03-14 19:27:49","2014-03-14 19:27:49","NULL"
"817","56d363a7a4143be6577f90981be96d49","80099","line 3","2014-03-14 19:27:57","NULL","NULL","2014-03-14 19:27:55","2014-03-14 19:27:55","NULL"
"819","4224aa32e01b2dc26e1c3f10bc7cc0c2","80104","line 2","2014-03-14 19:28:26","NULL","NULL","2014-03-14 19:28:24","2014-03-14 19:28:24","NULL"
"821","9376ca25f12da90f44ba9154591a87d8","80527","line 2","2014-03-14 19:28:43","NULL","NULL","2014-03-14 19:28:37","2014-03-14 19:28:37","NULL"
"823","76629227411d4e2b406f79b848c24c98","80099","line 3","2014-03-14 19:28:40","NULL","NULL","2014-03-14 19:28:37","2014-03-14 19:28:37","NULL"
"825","92d78bb4d89aa8cd2a25f4571c4f174a","80277","line 2","2014-03-14 19:28:46","NULL","NULL","2014-03-14 19:28:44","2014-03-14 19:28:44","NULL"
"827","fdc28add9fce0d09d9d306b071d75ec9","80277","line 2","2014-03-14 19:28:58","NULL","NULL","2014-03-14 19:28:55","2014-03-14 19:28:55","NULL"
"829","dde06f3427bab2525db008339053f8eb","80134","line 4","2014-03-14 19:29:01","NULL","NULL","2014-03-14 19:28:58","2014-03-14 19:28:58","NULL"
"831","52df40c383c45ff7336cdee3e4ca0801","80099","line 1","2014-03-14 19:29:09","NULL","NULL","2014-03-14 19:29:06","2014-03-14 19:29:06","NULL"
"833","019d373f0d9a1334355d6bb0c03ff24e","80122","line 1","2014-03-14 19:29:27","NULL","NULL","2014-03-14 19:29:24","2014-03-14 19:29:24","NULL"
"835","37cd47909dac5dc60f47f82242a0480d","80099","line 2","2014-03-14 19:29:32","NULL","NULL","2014-03-14 19:29:29","2014-03-14 19:29:29","NULL"
"837","da4a26f10124c23ab98ed51502a2feda","80425","line 6","2014-03-14 19:29:33","NULL","NULL","2014-03-14 19:29:31","2014-03-14 19:29:31","NULL"
"839","e6c8e521c8d82ced06a31ccf13843bd4","80236","line 9","2014-03-14 19:29:42","NULL","NULL","2014-03-14 19:29:39","2014-03-14 19:29:39","NULL"
"841","0109cc92a823557df44a959cdc2ca917","80527","line 2","2014-03-14 19:29:54","NULL","NULL","2014-03-14 19:29:48","2014-03-14 19:29:48","NULL"
"843","26fac0470774b79d6ed9e21e10d2bf5f","80039","line 2","2014-03-14 19:29:51","NULL","NULL","2014-03-14 19:29:49","2014-03-14 19:29:49","NULL"
"845","426b287c181fe102f036d402de851418","80099","line 2","2014-03-14 19:30:07","NULL","NULL","2014-03-14 19:30:05","2014-03-14 19:30:05","NULL"
"847","dd227692d1787655667413e3541082e5","80277","line 1","2014-03-14 19:30:24","NULL","NULL","2014-03-14 19:30:22","2014-03-14 19:30:22","NULL"
"849","52df40c383c45ff7336cdee3e4ca0801","80117","line 1","2014-03-14 19:30:34","NULL","NULL","2014-03-14 19:30:32","2014-03-14 19:30:32","NULL"
"851","a3f12334a984647c9e0f0c04d7ea3079","80425","line 3","2014-03-14 19:30:38","NULL","NULL","2014-03-14 19:30:36","2014-03-14 19:30:36","NULL"
"853","7f6d3a00b4b75f3aa800ba4b4d98f647","80117","line 2","2014-03-14 19:30:47","NULL","NULL","2014-03-14 19:30:45","2014-03-14 19:30:45","NULL"
"855","a36f07cc72f1ff8f67933dfae162e858","80425","line 1","2014-03-14 19:30:49","NULL","NULL","2014-03-14 19:30:46","2014-03-14 19:30:46","NULL"
"857","1f9b93cf70f64ca50e749625725dfac4","80134","line 6","2014-03-14 19:31:08","NULL","NULL","2014-03-14 19:31:06","2014-03-14 19:31:06","NULL"
"859","5df8dc4a3bf3f8ec6340c7a535b97bda","80277","line 2","2014-03-14 19:31:14","NULL","NULL","2014-03-14 19:31:11","2014-03-14 19:31:11","NULL"
"861","d299cf07bb9b64658fb7913ee6bacb23","80425","line 1","2014-03-14 19:31:25","NULL","NULL","2014-03-14 19:31:22","2014-03-14 19:31:22","NULL"
"863","c9418ca341f1a69979924688dddb5f46","80122","line 3","2014-03-14 19:31:44","NULL","NULL","2014-03-14 19:31:42","2014-03-14 19:31:42","NULL"
"865","0d3c2df45d2b0812cca934e4a273ca6c","80099","line 1","2014-03-14 19:31:44","NULL","NULL","2014-03-14 19:31:42","2014-03-14 19:31:42","NULL"
"867","0637a82f8a4af19b6a81053946779d24","80099","line 6","2014-03-14 19:32:01","NULL","NULL","2014-03-14 19:31:59","2014-03-14 19:31:59","NULL"
"869","45a5862fef48ab62ef88594cd86c81f8","80240","line 5","2014-03-14 19:32:07","NULL","NULL","2014-03-14 19:32:04","2014-03-14 19:32:04","NULL"
"871","7f6d3a00b4b75f3aa800ba4b4d98f647","81054","line 10","2014-03-14 19:31:54","NULL","NULL","2014-03-14 19:32:07","2014-03-14 19:32:07","NULL"
"873","710842f92430e3c76e1fce579cd73676","80117","line 3","2014-03-14 19:32:09","NULL","NULL","2014-03-14 19:32:07","2014-03-14 19:32:07","NULL"
"875","aecc4d3ce427b5c848da384fa2fc70bc","80509","line 2","2014-03-14 19:32:24","NULL","NULL","2014-03-14 19:32:21","2014-03-14 19:32:21","NULL"
"877","5e9634972b56eaffbd3f18cc8ea269e1","80425","line 4","2014-03-14 19:32:24","NULL","NULL","2014-03-14 19:32:22","2014-03-14 19:32:22","NULL"
"879","db93c95403b0f0a37589bb0dbf5161ac","80122","line 4","2014-03-14 19:32:24","NULL","NULL","2014-03-14 19:32:22","2014-03-14 19:32:22","NULL"
"881","4f566277f5389304a8a02a85ab59ec4b","80527","line 1","2014-03-14 19:32:43","NULL","NULL","2014-03-14 19:32:38","2014-03-14 19:32:38","NULL"
"883","d4730826b9ddae1aad385d64a5849725","80104","line 2","2014-03-14 19:32:58","NULL","NULL","2014-03-14 19:32:55","2014-03-14 19:32:55","NULL"
"885","389cb477f500ddc9ad10312f1acae13f","80117","line 2","2014-03-14 19:33:07","NULL","NULL","2014-03-14 19:33:05","2014-03-14 19:33:05","NULL"
"887","29961b260f1576157a7e42b401ccad51","80236","line 7","2014-03-14 19:33:25","NULL","NULL","2014-03-14 19:33:22","2014-03-14 19:33:22","NULL"
"889","2895597351f060fb9b1896fd91b9897e","80090","line 14","2014-03-14 19:33:28","NULL","NULL","2014-03-14 19:33:26","2014-03-14 19:33:26","NULL"
"891","3440c3fbea91432549f1e0bbbc44775b","80039","line 6","2014-03-14 19:33:46","NULL","NULL","2014-03-14 19:33:44","2014-03-14 19:33:44","NULL"
"893","4ff44eca128bb64859bfaeaaade0cfb3","80104","line 2","2014-03-14 19:33:53","NULL","NULL","2014-03-14 19:33:51","2014-03-14 19:33:51","NULL"
"895","8d1d8c6b69c4ca9198175c127e72d638","80122","line 3","2014-03-14 19:33:59","NULL","NULL","2014-03-14 19:33:57","2014-03-14 19:33:57","NULL"
"897","b68c3b1efa341164d2b4959bf7f5ee77","80117","line 1","2014-03-14 19:34:04","NULL","NULL","2014-03-14 19:34:05","2014-03-14 19:34:05","NULL"
"899","8ea868e469446dc432b27e2bc5f35e0f","80425","line 2","2014-03-14 19:34:16","NULL","NULL","2014-03-14 19:34:14","2014-03-14 19:34:14","NULL"
"901","5800eaec0eca381344e23f5dd8fe3f11","80527","line 2","2014-03-14 19:34:18","NULL","NULL","2014-03-14 19:34:15","2014-03-14 19:34:15","NULL"
"903","3a0b8e9ee6a9f0530a29fb1023e73508","80277","line 2","2014-03-14 19:34:24","NULL","NULL","2014-03-14 19:34:22","2014-03-14 19:34:22","NULL"
"905","cc6182ace4d23faec0cf65b121f782eb","80039","line 4","2014-03-14 19:34:38","NULL","NULL","2014-03-14 19:34:36","2014-03-14 19:34:36","NULL"
"907","afe3bc8a6fe1d3c7be04510fe49197a9","80122","line 2","2014-03-14 19:34:48","NULL","NULL","2014-03-14 19:34:46","2014-03-14 19:34:46","NULL"
"909","a3f12334a984647c9e0f0c04d7ea3079","80104","line 3","2014-03-14 19:34:59","NULL","NULL","2014-03-14 19:34:57","2014-03-14 19:34:57","NULL"
"911","7d62b0334d6074ae1d17800c8d763cae","80527","line 2","2014-03-14 19:35:09","NULL","NULL","2014-03-14 19:35:03","2014-03-14 19:35:03","NULL"
"913","8d0c356c97105de7d4752a746ff5551f","80509","line 2","2014-03-14 19:35:07","NULL","NULL","2014-03-14 19:35:03","2014-03-14 19:35:03","NULL"
"915","c490d4793c53d6be8ed9fc1c29b61f7d","80117","line 4","2014-03-14 19:35:40","NULL","NULL","2014-03-14 19:35:38","2014-03-14 19:35:38","NULL"
"917","5c8a342ca5962b458a3708f5fed8feaf","80039","line 3","2014-03-14 19:35:55","NULL","NULL","2014-03-14 19:35:52","2014-03-14 19:35:52","NULL"
"919","1f9e2a257d856af678f8cfffae8b62e2","80277","line 1","2014-03-14 19:35:56","NULL","NULL","2014-03-14 19:35:54","2014-03-14 19:35:54","NULL"
"921","0f2bfbd5f2ca4dbd627f0576900ac7aa","80099","line 2","2014-03-14 19:36:15","NULL","NULL","2014-03-14 19:36:13","2014-03-14 19:36:13","NULL"
"923","b94e834f7d58bcc2ccb7191debe5bbb4","80104","line 2","2014-03-14 19:36:20","NULL","NULL","2014-03-14 19:36:18","2014-03-14 19:36:18","NULL"
"925","7ec81c0fb131ddacc5d741357ffd5155","80122","line 2","2014-03-14 19:36:25","NULL","NULL","2014-03-14 19:36:23","2014-03-14 19:36:23","NULL"
"927","7ea0ca98044d973c00e0fd2ec0a30b7d","80277","line 1","2014-03-14 19:36:34","NULL","NULL","2014-03-14 19:36:32","2014-03-14 19:36:32","NULL"
"929","f3c3cf7227f8c336812ac092773bc0ed","80425","line 1","2014-03-14 19:36:58","NULL","NULL","2014-03-14 19:36:56","2014-03-14 19:36:56","NULL"
"931","76600a86920871827f2d2db722d9c7b1","80104","line 2","2014-03-14 19:36:58","NULL","NULL","2014-03-14 19:36:55","2014-03-14 19:36:55","NULL"
"933","e95002ed4569c4e63354481455a67ac2","80104","line 3","2014-03-14 19:37:12","NULL","NULL","2014-03-14 19:37:09","2014-03-14 19:37:09","NULL"
"935","dd77d017851c2e8562ea3de3a5788037","80425","line 3","2014-03-14 19:37:12","NULL","NULL","2014-03-14 19:37:10","2014-03-14 19:37:10","NULL"
"937","b7f200b6c088df989d16667b318dae40","80527","line 2","2014-03-14 19:37:47","NULL","NULL","2014-03-14 19:37:40","2014-03-14 19:37:40","NULL"
"939","045f0dcb9fbae9bf80501a87118d8d1d","80104","line 1","2014-03-14 19:37:57","NULL","NULL","2014-03-14 19:37:55","2014-03-14 19:37:55","NULL"
"941","414ee71146f996c87af1c6bb22512059","80425","line 2","2014-03-14 19:38:11","NULL","NULL","2014-03-14 19:38:09","2014-03-14 19:38:09","NULL"
"943","7bec63fd31cdd5719ef6451ec709676f","80039","line 2","2014-03-14 19:38:19","NULL","NULL","2014-03-14 19:38:16","2014-03-14 19:38:16","NULL"
"945","7f7593f6694df66f5eec0dec14e86faf","80122","line 2","2014-03-14 19:38:24","NULL","NULL","2014-03-14 19:38:22","2014-03-14 19:38:22","NULL"
