# call_id> Primární klíč. Pokud je 40 znaků dlouhý, hovor nemá v ostatních tabulkách vazby. Pokud je 20 znaků dlouhý, existují vazební data v ostatních out.c tabulkách
# length> Délka hovoru v sekundách
# from> hash volajícího čísla
# to> pokud je hodnota 1xxxx, jedná se o příchozí hovor a ID znamená číslo linky. Pokud je hodnota 8xxxx, je to ID konkrétního operátora (zvedače).
# international> zda jde o mezinárodní volání
# time_block> časový blok, kdy došlo k uskutečnění hovoru
# service_id> id služby na kterou zákazník volá
# length_9>
# length_C>
# length_O>
# length_7>
# operator> telefonní operátor (O2, T-mobile...)
# ope_agent> z ope_calls
# ope_line> z ope_calls
# wup_question_id> z ope_wup_logs
# wup_answer_id> z ope_wup_logs
# cancelled>
# ivr>
# time_segment_id>
# length_B>
# transferred_external> zda došlo k přepojení hovoru

"call_id","length","from","to","international","time_block","service_id","length_9","length_C","length_O","length_7","operator","ope_agent","ope_line","wup_question_id","wup_answer_id","cancelled","ivr","time_segment_id","length_B","transferred_external"
"00001058681406526132","132","eb491cc865ee5ed3fb60fbd3604653e6","11885","0","2014-07-28 07:30:00","6","132","127","NULL","127","2","NULL","NULL","NULL","NULL","0","0","NULL","NULL","0"
"100003153128858829674573342457131841091","86","561519b0d7503b3847a8b9fe6a23b106","80141","0","2012-10-16 19:00:00","NULL","86","NULL","NULL","NULL","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0"
"10000317552724610937414645484440823727","84","3cd04b0ecf43360c090426d1b5da109b","11885","0","2014-04-05 17:15:00","6","84","NULL","NULL","NULL","-1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0"
"100003188205621545197555787189409365717","49","a4d893ea02db7a8ce7b7f8a4407f755b","11885","0","2013-09-28 21:00:00","6","49","NULL","NULL","NULL","2","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0"
"1000032095353029065213820281644465522289","46","4d6f69ba06833711d4e8b0a578ecb24e","80478","0","2013-11-04 06:45:00","NULL","46","NULL","NULL","NULL","2","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0"
"1000032147830861716612844265530868981520","119","33d2159aeab5fd40602422324891d309","80045","0","2012-06-16 19:15:00","NULL","119","NULL","NULL","NULL","2","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0"
"1000032171259103123611284222693014709978","200","0ee91aeac8322ae53e7d0aeb1bfb7753","80020","0","2013-05-14 12:30:00","NULL","200","NULL","NULL","NULL","-1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0"
"100003223103099832102924716680662210892","124","4d12ecf62f66fabf16b6231090c5034b","80253","0","2012-10-25 17:00:00","NULL","124","NULL","NULL","NULL","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0"
"1000032257430025516812866133657917885731","154","9b2a2d691d6098730d929beb0bd9ff99","80253","0","2013-10-12 15:00:00","NULL","154","NULL","NULL","NULL","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0"
"1000032704330287323118357818646145236290","50","d7907d9773bf1520b53b54251ed6bc29","80150","0","2012-12-06 12:45:00","NULL","50","NULL","NULL","NULL","2","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0"
"100003287187660714116263104616522488487","172","1e099e39818027ae96f20e6bc1c366c5","80107","0","2012-06-20 15:30:00","NULL","172","NULL","NULL","NULL","3","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0"
"100003344294696089926882827868230432345","122","2dcb4ef167a09ca60a32d7ce0c60c6ea","80026","0","2013-04-05 09:45:00","NULL","122","NULL","NULL","NULL","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0"
"100003348907160738649980678705854347575","10","6cf3d7c5f3631e21a6fe9ad3ecf9126c","80350","0","2012-06-13 19:30:00","NULL","10","NULL","NULL","NULL","2","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0"
"1000033701056085354716561273273681843031","16","9904a93491587102c5fccabc9c238979","10602","0","2014-03-12 00:00:00","10","16","NULL","NULL","NULL","3","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0"
"1000033852296367245410600135375186983425","195","4e07a685529da58cedbae6752232c4cf","80077","0","2012-10-01 15:45:00","NULL","195","NULL","NULL","NULL","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0"
"1000033853128633322387961042276234633","222","a5be35d88e75f3cbbeafc5412f844a43","80077","0","2013-04-16 10:00:00","NULL","222","NULL","NULL","NULL","3","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0"
"10000338845969222981790438647864651694","132","5a7f5a8cdcc0f800ecc09edc53b167d1","80283","0","2013-01-21 18:45:00","NULL","132","NULL","NULL","NULL","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0"
"1000033890830674442318117291485138404865","48","9dc645ade58e058b6409830ac4f9cf53","11886","0","2013-07-10 10:45:00","6","48","NULL","NULL","NULL","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0"
"1000033932090749548714347879542551799235","55","e03dc6d6b4dd753dca6f8680a76c130b","80101","0","2013-01-22 12:45:00","NULL","55","NULL","NULL","NULL","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0"
"100003408183355043144480677408106487918","231","ba8b6412404c4cf2b03389df871fb163","80058","0","2012-12-03 14:45:00","NULL","231","NULL","NULL","NULL","-1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0"
"00001110221405250766","14","61980ad08bd1560fb7300331766368d1","10602","0","2014-07-13 13:15:00","10","14","NULL","NULL","14","-1","NULL","NULL","NULL","NULL","1","0","NULL","NULL","0"
"1000034263296940518216874389230333210237","138","be71355b654f55d2e8c0778c16bb1fd7","80050","0","2012-12-18 11:30:00","NULL","138","NULL","NULL","NULL","-1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0"
"10000345323047821131575968718422213917","49","da41a0fb353c6bbb220584afdc7f4e2f","80253","0","2013-05-26 15:00:00","NULL","49","NULL","NULL","NULL","2","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0"
"100003469069077315158689717824999364265","79","0363d252910c1b421145cd31bea3eeda","80489","0","2013-10-12 19:30:00","NULL","79","NULL","NULL","NULL","2","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0"
"100003530848088631121372945945373398915","86","05babfc9eb0a59bd36f237064a160fcc","11885","0","2013-02-07 16:30:00","6","86","NULL","NULL","NULL","2","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0"
"100003532312425088113729903541179734806","109","dbec602be609ff4edafe4257b20ad220","80562","0","2013-07-24 12:00:00","NULL","109","NULL","NULL","NULL","-1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0"
"00001092161407308156","144","c44795f08c63c1ae7d039f8ff367eea4","11885","0","2014-08-06 08:45:00","6","144","134","NULL","134","-1","NULL","NULL","NULL","NULL","0","0","NULL","NULL","0"
"100003606911968916777330644653835787516","137","79fd6363097d55d95d1aef03151a436b","11885","0","2014-06-04 12:15:00","6","137","NULL","NULL","NULL","-1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0"
"1000036120226824929611373506584472347254","74","d55ff69549185484657f8b1b23be3b73","80084","0","2012-09-22 11:30:00","NULL","74","NULL","NULL","NULL","-1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0"
"100003623262289738465376131620262566709","128","62aee5b8c1450098efb051f2173d200c","80580","0","2013-08-07 19:15:00","NULL","128","NULL","NULL","NULL","2","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0"
"1000036248297587045110783170954566214804","68","092218b1fe3e85af4e897a0ff09f4968","80515","0","2013-03-15 08:00:00","NULL","68","NULL","NULL","NULL","-1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0"
"1000036379098978303813793096056001418787","188","f093296f8791805811a3f81830519e48","80256","0","2013-04-19 17:00:00","NULL","188","NULL","NULL","NULL","3","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0"
"100003639546820511845160843899760328902","54","8570ee1c2d51c62e4da1aca9f23672d4","80111","0","2012-06-15 10:45:00","NULL","54","NULL","NULL","NULL","-1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0"
"00001116681409813157","133","c7136294c81994e37af856631316d407","11886","0","2014-09-04 08:45:00","6","133","123","NULL","123","-1","NULL","NULL","NULL","NULL","0","0","NULL","48","1"
"100003675508705312201799251144855280800","80","e78914bf732b6d58703d271ef7ce55cf","10700","0","2014-03-17 18:15:00","5","80","NULL","NULL","NULL","-1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0"
"10000369044627232694784713992754978700","129","bf2bbc27b783f74f26d9d2935071a8c9","80275","0","2013-06-05 09:30:00","NULL","129","NULL","NULL","NULL","-1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0"
"1000036982140671193416563825350711986814","32","bc5ce844fdbe91f2f75bf3ada1dfefa0","10601","0","2014-02-25 10:45:00","10","32","NULL","NULL","NULL","-1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0"
"1000037118730699038614813193244241953703","86","e75cb838562561781ffe8f61c9a47ff6","80234","0","2012-06-29 09:00:00","NULL","86","NULL","NULL","NULL","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0"
"100003726338509915318823888462023651489","205","1bf062a322c7bcb677b50d6d02e6c272","80104","0","2013-06-30 01:30:00","NULL","205","NULL","NULL","NULL","3","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0"
"00001058261403270668","105","8ef7fdc49cf9625a5c3138ad54ee5ab5","11804","0","2014-06-20 15:15:00","7","105","98","NULL","98","-1","NULL","NULL","NULL","NULL","0","0","NULL","NULL","0"
"1000037580146781566616862447629244009951","10","1136e29b923c20d7288532974a628fe4","80111","0","2012-06-24 13:00:00","NULL","10","NULL","NULL","NULL","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0"
"100003780752190069336512692610119936367","129","a3414dd2b0276f33563dbc31d6731ca8","80284","0","2013-08-27 09:30:00","NULL","129","NULL","NULL","NULL","-1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0"
"10000382810630435553596941118715407539","81","cd4cf6f5f7d384133e0d3fe29022cc2f","80020","0","2013-05-15 15:15:00","NULL","81","NULL","NULL","NULL","-1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0"
"1000038408797547190012905294915923594054","43","8d957f07e3344eeac2cc6ae9ed39ef81","11885","0","2013-09-26 16:15:00","6","43","NULL","NULL","NULL","2","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0"
"100003843073133066039700537460077305005","100","81129f93583907d45ccd7254264acdb5","80347","0","2013-02-24 08:30:00","NULL","100","NULL","NULL","NULL","3","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0"
"00001049961407235474","74","1198e68c968409f0c2ffdac7140aad0e","10601","0","2014-08-05 12:30:00","10","74","NULL","NULL","73","-1","NULL","NULL","NULL","NULL","1","0","NULL","NULL","0"
"100003864989340784234005101460382730228","40","26392828e827459295fd718f683eabe9","80097","0","2012-09-17 20:00:00","NULL","40","NULL","NULL","NULL","-1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0"
"100003865208429650487517672236956468216","5","2b3c3cd39ee6dc161692143935b075eb","80333","0","2013-09-09 08:00:00","NULL","5","NULL","NULL","NULL","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0"
"1000038735273615016414989012350388192953","35","4c360562788463c85d776c577e7c6a21","80403","0","2012-08-07 21:00:00","NULL","35","NULL","NULL","NULL","3","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0"
"100003887751733803073896362710450184198","49","860e79705ee80838653972f6cb251b2b","80181","0","2012-09-06 12:15:00","NULL","49","NULL","NULL","NULL","-1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0"
"10000390909911442623169291096173926292","97","89849f998d1273eaf04982b0cd77bae0","11804","0","2013-09-10 15:30:00","7","97","NULL","NULL","NULL","-1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0"
"00001044901404125964","47","13c6551f652d120bfd99802f7f0b4b7d","11886","0","2014-06-30 12:45:00","6","47","36","NULL","36","1","NULL","NULL","NULL","NULL","0","0","NULL","NULL","0"
"10000392596229206111618081792799621810","68","eb4a8160c08cf043dadf686b06536989","80077","0","2012-10-12 16:00:00","NULL","68","NULL","NULL","NULL","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0"
"10000393654465759926463739670034536483","68","febf0c88658223a1030d77a618b4ef1e","80410","0","2012-07-13 13:00:00","NULL","68","NULL","NULL","NULL","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0"
"1000039479757390651913887263804768311365","149","a1e4296710ac4939cbf02d8854e06c1f","11884","0","2014-01-04 06:15:00","6","149","NULL","NULL","NULL","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0"
"100003948006144630539417103084971456249","85","f1471bac10830339fa328fd120d97192","11804","0","2013-01-22 10:15:00","7","85","NULL","NULL","NULL","-1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0"
"1000039769349671230716543027490678850593","35","ed810af2af53b390b82fa12711aa53cf","11885","0","2014-04-12 16:00:00","6","35","NULL","NULL","NULL","2","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0"
"100003994701474048386927968737808062969","55","b735dc02efb14b36ef229e5dfc02a197","80090","0","2012-08-30 06:45:00","NULL","55","NULL","NULL","NULL","-1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0"
"100003999567295893791766432545815715137","117","bbb12dc4335ca2b5061f5a58ab32b96c","80284","0","2013-03-13 14:15:00","NULL","117","NULL","NULL","NULL","-1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0"
"1000040127649943173014120503225679324311","18","4554df36ec6ad3d958201da3e4b0e65f","80345","0","2012-07-02 06:45:00","NULL","18","NULL","NULL","NULL","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0"
"1000040306421299848316592125083001636295","224","44472a4aae6e186df9879a4f7d391619","80358","0","2012-08-31 13:15:00","NULL","224","NULL","NULL","NULL","-1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0"
"1000040348455209722911384835654965949453","113","a6ae8f3c4ebaedd6406588c00deff106","11885","0","2013-12-31 10:00:00","6","113","NULL","NULL","NULL","2","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0"
"10000403675394818276393848330217675460","84","1f6646cf793adde610d612b5a05ee008","80351","0","2012-07-26 08:30:00","NULL","84","NULL","NULL","NULL","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0"
"100004038563635095465945840179053501770","10","9a05da87acebb8360571bb76231ab028","80158","0","2012-07-31 13:00:00","NULL","10","NULL","NULL","NULL","-1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0"
"1000041351113736655412383072846742503351","152","b457d7235c8380747792592bc74b3602","11886","0","2014-01-03 19:00:00","6","152","NULL","NULL","NULL","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0"
"00001101951407831007","134","d7dcb0e2942e59496d38d969be19361d","11803","0","2014-08-12 10:00:00","7","134","128","NULL","128","1","NULL","NULL","NULL","NULL","0","0","NULL","68","1"
"1000041573260727621216090654226929457481","91","177cee00ea15748becb353cde9ba3c20","80359","0","2013-02-26 08:45:00","NULL","91","NULL","NULL","NULL","-1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0"
"100004157674756648202456924053575624865","98","c86e26dc901c8d52cc709f52655ec63e","11885","0","2014-05-15 13:15:00","6","98","NULL","NULL","NULL","2","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0"
"100004177049148870532040774487942435462","72","d8410fd553eb09255620fd96789f1627","80262","0","2013-09-02 10:00:00","NULL","72","NULL","NULL","NULL","-1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0"
"10000419250378989016593613925477096146","81","0b2bd993dba0e9c81a3c51c4c9404778","11804","0","2014-03-25 11:15:00","7","81","NULL","NULL","NULL","-1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0"
"100004221473745409216982269900775430449","121","3b7632fa104a30c1ed030bd34609cbd9","80062","0","2012-11-08 14:00:00","NULL","121","NULL","NULL","NULL","-1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0"
"1000042322227936687117594571187435910781","38","c6781e5aae3aaec3032ac5a02bc12fb3","80419","0","2012-09-15 01:15:00","NULL","38","NULL","NULL","NULL","-1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0"
"100004240740530038091249293023261738678","65","203a6e04433d877f2d958da3679e9e38","11885","0","2014-01-10 07:30:00","6","65","NULL","NULL","NULL","3","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0"
"1000042488692279076596357652236645119","38","f0f4d099deb395ca62064847d9709d97","80274","0","2013-05-10 19:45:00","NULL","38","NULL","NULL","NULL","2","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0"
"10000425750377737122516538926761452011","63","2c2609302e17c0bc96e2d7c1db65e522","80475","0","2012-12-23 13:15:00","NULL","63","NULL","NULL","NULL","-1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0"
"100004258903020953845887149881636704756","48","11f68718c9f628bc85a8be9e79e65cab","80361","0","2013-10-16 11:15:00","NULL","48","NULL","NULL","NULL","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0"
"1000042604521144403516416515248818862638","314","29e2c6879e22fad34cd4744066af9589","80498","0","2013-04-24 08:30:00","NULL","314","NULL","NULL","NULL","2","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0"
"1000042778263667091714540965911568224452","70","32bc4eabd43f82b1a7d26bd5e3a2951e","11886","0","2013-12-10 17:00:00","6","70","NULL","NULL","NULL","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0"
"10000434533776315285179703628049794570","111","56132f0495b2b3e8f92f1e8fdcfaa441","11886","0","2013-12-16 09:15:00","6","111","NULL","NULL","NULL","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0"
"100004355173841811138185740652963733137","8","39e9a15c744a021680898a407da116ca","80026","0","2013-05-20 14:30:00","NULL","8","NULL","NULL","NULL","-1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0"
"100004358115967363813180075885064283903","4","23d02d8474ca1a63c5a23a488270ebcc","80431","0","2013-05-04 09:45:00","NULL","4","NULL","NULL","NULL","-1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0"
"100004378308349042184979447071919873889","382","b68a97dac079dc5c822ad39a6dfb5a58","80031","0","2012-06-05 18:45:00","NULL","382","NULL","NULL","NULL","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0"
"1000043870583292542414973608048359929069","291","dcbb5487544bc0b45458e98ecb6517fa","80278","0","2013-10-26 18:45:00","NULL","291","NULL","NULL","NULL","2","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0"
"1000044056855089713510341740448551332932","21","861d889f8c23489edc003340c0890cb7","11886","0","2014-01-03 09:00:00","6","21","NULL","NULL","NULL","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0"
"100004433773992108213409483026701278110","74","191c0de14137703986b9ef05a4eb0b18","80495","0","2013-03-15 07:45:00","NULL","74","NULL","NULL","NULL","3","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0"
"100004471430910133845921857049718879103","35","5ec85f0c91453f3ecdab25ae71bbbd55","11886","0","2013-12-12 12:15:00","6","35","NULL","NULL","NULL","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0"
"100004471837214391234364477173490211360","122","e0458ad337cec514fbb3f9445086a67e","80518","0","2013-03-15 14:15:00","NULL","122","NULL","NULL","NULL","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0"
"100004490462935066137722572101065211757","111","0c4ba74d95c86a7224b791afc150df13","80338","0","2013-03-06 11:30:00","NULL","111","NULL","NULL","NULL","-1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0"
"100004497054915403461389419553790537625","118","54aeae68d558744991a7d05d46abea90","11885","0","2014-06-05 12:30:00","6","118","NULL","NULL","NULL","2","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0"
"100004525037493106895991014065148604483","66","4e557ff134d4a385de4693e259a139c5","80014","0","2013-09-16 12:15:00","NULL","66","NULL","NULL","NULL","2","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0"
"1000045276971867960014790743065718191860","89","4d7668c02879fbe40d8e658c3cfbee31","80097","0","2012-10-27 13:00:00","NULL","89","NULL","NULL","NULL","2","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0"
"1000045318867952392311440510302925278368","160","c46f3e48b21748636e33bde0ade87863","11885","0","2014-02-25 12:30:00","6","160","NULL","NULL","NULL","2","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0"
"00001081631406371140","79","9ec93cad97f3c2e1319994a8dfeecaed","11885","0","2014-07-26 12:30:00","6","79","37","NULL","36","3","NULL","NULL","NULL","NULL","0","0","NULL","NULL","0"
"1000045560841637201014423254137376035136","19","4f946981a0e0f5650d5962636d0bc3ef","80052","0","2012-08-31 11:45:00","NULL","19","NULL","NULL","NULL","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0"
"100004560115849942764324042177828415126","60","858cb75b722ace59b3d8b193bf4bd829","80035","0","2013-06-06 16:00:00","NULL","60","NULL","NULL","NULL","-1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0"
"00001049151406791333","291","7d75c6e70a6fd878324a42ecd907cea0","11885","0","2014-07-31 09:15:00","6","291","275","NULL","275","-1","NULL","NULL","NULL","NULL","0","0","NULL","233","1"
"100004585225969828517467372998804560874","103","052881001b2d65bbfc680b2cdaca535a","80268","0","2012-11-19 14:00:00","NULL","103","NULL","NULL","NULL","-1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0"
"1000046186516838139212848306225949491725","222","0604e5c96dcfac6674161966c91d4c8a","80282","0","2012-07-31 11:30:00","NULL","222","NULL","NULL","NULL","2","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0"
"100004619036502728899481662652727720883","927","d7b588e08306b4384a5b03e3b40de554","80332","0","2013-04-04 12:15:00","NULL","927","NULL","NULL","NULL","-1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0"
"00001035521404046749","69","5fd8e32bc802dded03733890b2a9dc4e","11885","0","2014-06-29 14:45:00","6","69","62","NULL","62","2","NULL","NULL","NULL","NULL","0","0","NULL","NULL","0"
"1000046844450129491513136563491053250547","236","2b0b6681ccd26d0de78f1a0be316a8f0","80021","0","2012-08-02 12:00:00","NULL","236","NULL","NULL","NULL","-1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0"
"1000047067570090979917149922658211504053","87","dd6075f2b7461f92133eb167ba994e17","80163","0","2013-03-08 08:45:00","NULL","87","NULL","NULL","NULL","2","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0"
"1000047241973899554413537800251386470511","156","6c0002d16c0e13c17e30021904ab437f","11885","0","2014-03-24 09:45:00","6","156","NULL","NULL","NULL","-1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0"
"100004728417597157365987035298144436676","59","34b66b4b192d0a454fca2c973674230a","80149","0","2012-10-20 08:15:00","NULL","59","NULL","NULL","NULL","-1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0"
"1000047343653127217810207944221840254857","51","f4ad1fe0eefdda02d8a006a8806940f4","80026","0","2013-04-04 10:30:00","NULL","51","NULL","NULL","NULL","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0"
"10000475936454989412722958504048483514","228","9f47e7807a92f635bd5f5ff8e43d9758","80278","0","2013-06-20 22:30:00","NULL","228","NULL","NULL","NULL","2","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0"
"100004759521480972096424018128678781341","53","49442b28d8d04a34b331a484571f5f6b","80284","0","2013-04-16 14:00:00","NULL","53","NULL","NULL","NULL","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0"
"1000048072090276438816625048596282781139","116","28a292ab723f1b98d29bbe015896a0ee","80016","0","2012-06-30 14:00:00","NULL","116","NULL","NULL","NULL","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0"
"100004813423057266341810088735033481789","116","331682153217bc00af91afdc471bae79","80227","0","2012-06-20 13:30:00","NULL","116","NULL","NULL","NULL","-1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0"
"1000048215023312281313716082206507100851","63","0751c6b0c1fc25e13ea038590b62e779","11886","0","2013-10-07 07:45:00","6","63","NULL","NULL","NULL","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0"
"1000048454292609027416253849378571129265","124","360f13c394a42613a9a819e1582023e8","80062","0","2013-03-14 08:45:00","NULL","124","NULL","NULL","NULL","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0"
"10000485507294248899790875233872867043","6","3ef91b4edd571c29952d386af28d6abf","80425","0","2013-07-13 11:45:00","NULL","6","NULL","NULL","NULL","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0"
"1000048614671871490017995653209240631817","80","4bff37c7a19987d1dc9eedea2b220882","80039","0","2013-09-04 09:15:00","NULL","80","NULL","NULL","NULL","3","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0"
"00001080431406724280","32","c72707821e750ea335babebe7959104a","11886","0","2014-07-30 14:30:00","6","32","25","NULL","25","1","NULL","NULL","NULL","NULL","0","0","NULL","NULL","0"
"00001025951411460319","152","42723d9bb1cab305f42efb38b4d4060f","11885","0","2014-09-23 10:15:00","6","152","140","NULL","140","3","NULL","NULL","NULL","NULL","0","0","NULL","70","1"
"10000491865806895295644371558813610165","126","e19590ce80d91df0d76207e36d09ef93","80348","0","2013-04-11 08:15:00","NULL","126","NULL","NULL","NULL","-1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0"
"100004941166146864984650179843919636291","44","beda0c8e7487418300f5090ab26c7006","80047","0","2013-04-03 12:00:00","NULL","44","NULL","NULL","NULL","2","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0"
"10000495136770696454858610240936081809","70","25dd9582bed6dabe97d57617705efdf2","80029","0","2013-10-16 11:30:00","NULL","70","NULL","NULL","NULL","2","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0"
"1000049701427616363618627155558253897","83","e639558518f32c902dc44e3f3d11765f","11885","0","2013-02-08 10:30:00","6","83","NULL","NULL","NULL","3","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0"
"10000499716704849245703979272042463652","99","ed7fce4ed54e73492e9cc1cdaf83350c","80104","0","2012-07-15 00:15:00","NULL","99","NULL","NULL","NULL","-1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0"
"1000050086528644547612367274463013311725","123","a07b6a69682653cab90164250eade6e5","80059","0","2013-02-22 15:45:00","NULL","123","NULL","NULL","NULL","-1","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0"
"1000050173427840205613789328887645184433","74","3a2f69f879fc1acaf0fd6fb77e619022","80074","0","2013-05-14 10:15:00","NULL","74","NULL","NULL","NULL","3","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0"
